masked	src
[MASK] ⲇⲉ ϩⲱⲱⲧ ϩⲱⲱ ⲧ ⲟⲛ ⲁⲓⲃⲱⲕ ⲁ ⲓ ⲃⲱⲕ ⲉⲧⲉⲕⲕⲗⲏⲥⲓⲁ ⲉ ⲧ [MASK] · ⲁⲓⲥⲱⲧⲙ ⲁ ⲓ ⲥⲱⲧⲙ [MASK] ⲉⲣⲟ ⲟⲩ ⲉⲩⲱϣ ⲉ ⲩ ⲱϣ ϩⲛⲟⲩⲙⲁ ϩⲛ ⲟⲩ ⲙⲁ ⲉⲩϫⲱ ⲉ ⲩ ϫⲱ ⲙⲙⲟⲥ ⲙⲙⲟ ⲥ ϫⲉⲡⲉⲟⲟⲩ ϫⲉ ⲡ ⲉⲟⲟⲩ ⲧⲏⲣϥ [MASK] ϥ ⲙⲡⲉⲓⲕⲟⲥⲙⲟⲥ ⲙ ⲡⲉⲓ ⲕⲟⲥⲙⲟⲥ ⲟⲩϩⲱⲃ ⲟⲩ ϩⲱⲃ ⲛⲥⲱⲃⲉ ⲛ ⲥⲱⲃⲉ ⲡⲉ · ⲁⲩⲱ ϫⲉⲡⲉⲧⲛⲁⲕⲁⲧⲁⲫⲣⲟⲛⲉⲓ ϫⲉ ⲡ ⲉⲧ ⲛⲁ [MASK] ⲙⲡⲉⲓⲕⲟⲥⲙⲟⲥ ⲙ ⲡⲉⲓ ⲕⲟⲥⲙⲟⲥ ⲛϥⲟⲩⲁϩϥ ⲛ ϥ ⲟⲩⲁϩ ϥ ⲛⲥⲁⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲛⲥⲁ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ [MASK] ϩⲛ [MASK] ϩⲏⲧ ⲉϥⲥⲟⲩⲧⲱⲛ [MASK] ϥ [MASK] · ⲙⲟⲅⲓⲥ ⲛϥⲛⲟⲩϩⲙ ⲛ ϥ ⲛⲟⲩϩⲙ ·	ⲁⲛⲟⲕ ⲇⲉ ϩⲱⲱⲧ ⲟⲛ ⲁⲓⲃⲱⲕ ⲉⲧⲉⲕⲕⲗⲏⲥⲓⲁ · ⲁⲓⲥⲱⲧⲙ ⲉⲣⲟⲟⲩ ⲉⲩⲱϣ ϩⲛⲟⲩⲙⲁ ⲉⲩϫⲱ ⲙⲙⲟⲥ ϫⲉⲡⲉⲟⲟⲩ ⲧⲏⲣϥ ⲙⲡⲉⲓⲕⲟⲥⲙⲟⲥ ⲟⲩϩⲱⲃ ⲛⲥⲱⲃⲉ ⲡⲉ · ⲁⲩⲱ ϫⲉⲡⲉⲧⲛⲁⲕⲁⲧⲁⲫⲣⲟⲛⲉⲓ ⲙⲡⲉⲓⲕⲟⲥⲙⲟⲥ ⲛϥⲟⲩⲁϩϥ ⲛⲥⲁⲡⲉⲭⲣⲓⲥⲧⲟⲥ ϩⲛⲟⲩϩⲏⲧ ⲉϥⲥⲟⲩⲧⲱⲛ · ⲙⲟⲅⲓⲥ ⲛϥⲛⲟⲩϩⲙ ·
ⲛⲉⲧⲉⲧⲛⲛⲁⲉⲡⲓⲑⲩⲙⲉⲓ ⲛⲉ ⲧⲉⲧⲛ ⲛⲁ ⲉⲡⲓⲑⲩⲙⲉⲓ [MASK] ⲉⲣⲟⲟⲩ ⲉⲣⲟ ⲟⲩ ϩⲛⲛⲉⲩⲧⲃⲛⲟⲟⲩⲉ ϩⲛ ⲛⲉⲩ ⲧⲃⲛⲟⲟⲩⲉ ⲏ ⲛⲧⲟϥ ϩⲉⲛⲕⲉϩⲛⲁⲁⲩ ϩⲉⲛ ⲕⲉ ϩⲛⲁⲁⲩ [MASK]	ⲛⲉⲧⲉⲧⲛⲛⲁⲉⲡⲓⲑⲩⲙⲉⲓ ⲅⲁⲣ ⲉⲣⲟⲟⲩ ϩⲛⲛⲉⲩⲧⲃⲛⲟⲟⲩⲉ ⲏ ⲛⲧⲟϥ ϩⲉⲛⲕⲉϩⲛⲁⲁⲩ ,
ⲉⲁϥϫⲱⲕ ⲉ ⲁ ϥ ϫⲱⲕ [MASK] ⲛⲛⲉⲩⲁⲓⲧⲏⲙⲁ ⲛ ⲛⲉⲩ ⲁⲓⲧⲏⲙⲁ ⲧⲏⲣⲟⲩ ⲧⲏⲣ ⲟⲩ ·	ⲉⲁϥϫⲱⲕ ⲉⲃⲟⲗ ⲛⲛⲉⲩⲁⲓⲧⲏⲙⲁ ⲧⲏⲣⲟⲩ ·
ⲛⲧⲉⲩⲛⲟⲩ [MASK] [MASK] ⲩⲛⲟⲩ ⲇⲉ [MASK] ⲁ ϥ ⲉⲓⲛⲉ ⲉⲃⲟⲗ ⲙⲡϣⲉ ⲙ ⲡ ϣⲉ ⲛϩⲟⲗⲟⲕⲟⲧⲧⲓⲛⲟⲥ ⲛ ϩⲟⲗⲟⲕⲟⲧⲧⲓⲛⲟⲥ ⲛⲧⲟⲟⲧϥ ⲛⲧⲟⲟⲧ ϥ ⲉϥⲣⲁϣⲉ ⲉ ϥ ⲣⲁϣⲉ ⲉⲙⲁⲧⲉ ·	ⲛⲧⲉⲩⲛⲟⲩ ⲇⲉ ⲁϥⲉⲓⲛⲉ ⲉⲃⲟⲗ ⲙⲡϣⲉ ⲛϩⲟⲗⲟⲕⲟⲧⲧⲓⲛⲟⲥ ⲛⲧⲟⲟⲧϥ ⲉϥⲣⲁϣⲉ ⲉⲙⲁⲧⲉ ·
[MASK] [MASK] ϥ ⲉⲓⲛⲉ ⲛⲁϥ ⲛⲁ ϥ ⲛϯⲟⲩ ⲛ ϯⲟⲩ ⲛϣⲉ ⲛ ϣⲉ ⲛϩⲟⲗⲟⲕⲟⲧⲧⲓⲛⲟⲥ ⲛ ϩⲟⲗⲟⲕⲟⲧⲧⲓⲛⲟⲥ ⲙⲛϩⲉⲛⲱⲛⲉ [MASK] ϩⲉⲛ ⲱⲛⲉ ⲙⲙⲉ ⲙ ⲙⲉ · ⲉⲩⲧⲁⲓⲏⲩ ⲉ ⲩ ⲧⲁⲓⲏⲩ ⲁϥⲧⲁⲁⲩ ⲁ ϥ ⲧⲁⲁ ⲩ ⲛⲟⲩⲥⲁϩ ⲛ [MASK] ⲥⲁϩ · ⲛϩⲁⲩⲛⲟⲩⲃ ⲛ ϩⲁⲩⲛⲟⲩⲃ ·	ⲁϥⲉⲓⲛⲉ ⲛⲁϥ ⲛϯⲟⲩ ⲛϣⲉ ⲛϩⲟⲗⲟⲕⲟⲧⲧⲓⲛⲟⲥ ⲙⲛϩⲉⲛⲱⲛⲉ ⲙⲙⲉ · ⲉⲩⲧⲁⲓⲏⲩ ⲁϥⲧⲁⲁⲩ ⲛⲟⲩⲥⲁϩ · ⲛϩⲁⲩⲛⲟⲩⲃ ·
ⲁϥⲉⲓ [MASK] ϥ ⲉⲓ ⲛϭⲓⲟⲩⲧⲏⲩ ⲛϭⲓ ⲟⲩ ⲧⲏⲩ ⲉⲛⲁⲛⲟⲩϥ ⲉ ⲛⲁⲛⲟⲩ ϥ ·	ⲁϥⲉⲓ ⲛϭⲓⲟⲩⲧⲏⲩ ⲉⲛⲁⲛⲟⲩϥ ·
ⲡⲉⲧϯ ⲡ ⲉⲧ ϯ ⲙⲡⲟⲩⲁ ⲙ ⲡ ⲟⲩⲁ ⲡⲟⲩⲁ ⲡ ⲟⲩⲁ [MASK] ⲕⲁⲧⲁⲛⲉϥϩⲃⲏⲩⲉ [MASK] ⲛⲉϥ ϩⲃⲏⲩⲉ ·	ⲡⲉⲧϯ ⲙⲡⲟⲩⲁ ⲡⲟⲩⲁ · ⲕⲁⲧⲁⲛⲉϥϩⲃⲏⲩⲉ ·
ⲁϥⲁϩⲉⲣⲁⲧϥ ⲁ ϥ ⲁϩⲉ ⲣⲁⲧ ϥ [MASK] ⲉ [MASK] ⲟⲕⲙ . ⲉⲙⲛⲧϥ ⲉ ⲙⲛⲧ ϥ ⲗⲁⲁⲩ ⲛⲁⲡⲟⲗⲟⲅⲓⲁ ⲛ [MASK] ⲉϫⲱ ⲉ ϫⲱ ⲛⲁⲥ ⲛⲁ ⲥ.	ⲁϥⲁϩⲉⲣⲁⲧϥ ⲉϥⲟⲕⲙ . ⲉⲙⲛⲧϥ ⲗⲁⲁⲩ ⲛⲁⲡⲟⲗⲟⲅⲓⲁ ⲉϫⲱ ⲛⲁⲥ .
ⲛⲧⲉⲧⲛⲥⲟⲟⲩⲛ ⲛ ⲧⲉⲧⲛ ⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉⲛⲉⲧⲛⲥⲱⲙⲁ ϫⲉ ⲛⲉⲧⲛ ⲥⲱⲙⲁ ⲙⲙⲉⲗⲟⲥ ⲙ ⲙⲉⲗⲟⲥ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲙ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲛⲉ . [MASK] [MASK] [MASK] ϭⲉ ⲛⲙⲙⲉⲗⲟⲥ ⲛ ⲙ ⲙⲉⲗⲟⲥ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲙ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲧⲁⲁⲁⲩ [MASK] ⲁⲁ ⲩ ⲙⲙⲉⲗⲟⲥ ⲙ ⲙⲉⲗⲟⲥ ⲙⲡⲟⲣⲛⲏ ⲙ ⲡⲟⲣⲛⲏ ⲛⲛⲉⲥϣⲱⲡⲉ ⲛⲛⲉ ⲥ ϣⲱⲡⲉ	ⲛⲧⲉⲧⲛⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉⲛⲉⲧⲛⲥⲱⲙⲁ ⲙⲙⲉⲗⲟⲥ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲛⲉ . ⲧⲁϥⲓ ϭⲉ ⲛⲙⲙⲉⲗⲟⲥ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲧⲁⲁⲁⲩ ⲙⲙⲉⲗⲟⲥ ⲙⲡⲟⲣⲛⲏ ⲛⲛⲉⲥϣⲱⲡⲉ
ⲡⲣⲡⲉ ⲡ ⲣⲡⲉ ⲱϣ [MASK] ⲉϥϫⲱ ⲉ ϥ ϫⲱ ⲙⲙⲟⲥ ⲙⲙⲟ ⲥ ϫⲉⲡⲉⲧⲟⲩϣⲙϣⲉ ϫⲉ ⲡ [MASK] ⲟⲩ ϣⲙϣⲉ ⲛⲁϥ ⲛⲁ ϥ ⲛϩⲏⲧϥ [MASK] ϥ ϫⲓⲛⲛϣⲟⲣⲡ ϫⲓⲛ ⲛ ϣⲟⲣⲡ ⲛⲧⲟϥ ⲡⲉⲧⲟⲩϣⲱⲥ ⲡ ⲉⲧ ⲟⲩ ϣⲱⲥ [MASK] ⲙⲙⲟ ϥ ϩⲛⲧⲥⲁⲣⲝ ϩⲛ ⲧ ⲥⲁⲣⲝ ·	ⲡⲣⲡⲉ ⲱϣ ⲉⲃⲟⲗ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲡⲉⲧⲟⲩϣⲙϣⲉ ⲛⲁϥ ⲛϩⲏⲧϥ ϫⲓⲛⲛϣⲟⲣⲡ ⲛⲧⲟϥ ⲡⲉⲧⲟⲩϣⲱⲥ ⲙⲙⲟϥ ϩⲛⲧⲥⲁⲣⲝ ·
ⲛⲉⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ⲛⲉ ⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ⲙⲛⲛⲉⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲙⲛ ⲛⲉ ⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲛⲧⲉⲣⲟⲩⲛⲁⲩ ⲛⲧⲉⲣ ⲟⲩ ⲛⲁⲩ ϫⲉϥⲟⲩⲱⲙ ϫⲉ ϥ ⲟⲩⲱⲙ ⲙⲛⲛⲣⲉϥⲣⲛⲟⲃⲉ ⲙⲛ ⲛ [MASK] ⲁⲩⲱ ⲛⲧⲉⲗⲱⲛⲏⲥ ⲛ ⲧⲉⲗⲱⲛⲏⲥ [MASK] ⲡⲉϫⲁ ⲩ ⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ ⲛ ⲛⲉϥ [MASK] ϫⲉⲉⲧⲃⲉⲟⲩ ϫⲉ [MASK] ⲟⲩ ϥⲟⲩⲱⲙ ϥ ⲟⲩⲱⲙ ⲁⲩⲱ ϥⲥⲱ ϥ ⲥⲱ ⲙⲛⲛⲣⲉϥⲣⲛⲟⲃⲉ ⲙⲛ ⲛ ⲣⲉϥⲣⲛⲟⲃⲉ ⲁⲩⲱ ⲛⲧⲉⲗⲱⲛⲏⲥ [MASK] ⲧⲉⲗⲱⲛⲏⲥ	ⲛⲉⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ⲙⲛⲛⲉⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲛⲧⲉⲣⲟⲩⲛⲁⲩ ϫⲉϥⲟⲩⲱⲙ ⲙⲛⲛⲣⲉϥⲣⲛⲟⲃⲉ ⲁⲩⲱ ⲛⲧⲉⲗⲱⲛⲏⲥ ⲡⲉϫⲁⲩ ⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ ϫⲉⲉⲧⲃⲉⲟⲩ ϥⲟⲩⲱⲙ ⲁⲩⲱ ϥⲥⲱ ⲙⲛⲛⲣⲉϥⲣⲛⲟⲃⲉ ⲁⲩⲱ ⲛⲧⲉⲗⲱⲛⲏⲥ
ⲁϥⲉⲓ ⲁ ϥ ⲉⲓ ⲇⲉ ⲉⲡⲏⲓ ⲉ [MASK] ⲏⲓ ⲛⲛⲉϥⲉⲓⲟⲧⲉ ⲛ ⲛⲉϥ ⲉⲓⲟⲧⲉ ·	ⲁϥⲉⲓ ⲇⲉ ⲉⲡⲏⲓ ⲛⲛⲉϥⲉⲓⲟⲧⲉ ·
ⲛⲧⲉⲣⲉⲓⲣⲙⲛⲧⲏ ⲛⲧⲉⲣ ⲉⲓ ⲣ ⲙⲛⲧⲏ ⲇⲉ ⲛⲣⲟⲙⲡⲉ ⲛ ⲣⲟⲙⲡⲉ ⲁⲛⲁⲉⲓⲟⲧⲉ [MASK] ⲛⲁ ⲉⲓⲟⲧⲉ ⲟⲩⲱϣ ⲉϩⲟⲧⲣⲧ ⲉ ϩⲟⲧⲣ [MASK] ⲛⲙⲙⲁⲥ ⲛⲙⲙⲁ ⲥ ·	ⲛⲧⲉⲣⲉⲓⲣⲙⲛⲧⲏ ⲇⲉ ⲛⲣⲟⲙⲡⲉ ⲁⲛⲁⲉⲓⲟⲧⲉ ⲟⲩⲱϣ ⲉϩⲟⲧⲣⲧ ⲛⲙⲙⲁⲥ ·
ⲁⲗⲗⲁ ⲛⲧⲉⲩⲛⲟⲩ ⲛ ⲧⲉ [MASK] ⲛⲧⲉⲣⲉⲥⲥⲱⲧⲙ ⲛⲧⲉⲣⲉ ⲥ ⲥⲱⲧⲙ ⲉⲧⲃⲏⲏⲧϥ ⲉⲧⲃⲏⲏⲧ ϥ ⲛϭⲓⲟⲩⲥϩⲓⲙⲉ ⲛϭⲓ ⲟⲩ ⲥϩⲓⲙⲉ ⲉⲩⲛⲧⲥⲟⲩϣⲉⲉⲣⲉ ⲉ [MASK] ⲥ ⲟⲩ ϣⲉⲉⲣⲉ ⲙⲙⲁⲩ ⲉⲣⲉⲟⲩⲡⲛⲉⲩⲙⲁ ⲉⲣⲉ ⲟⲩ [MASK] ⲛⲁⲕⲁⲑⲁⲣⲧⲟⲛ ⲛ ⲁⲕⲁⲑⲁⲣⲧⲟⲛ ⲛⲙⲙⲁⲥ ⲛⲙⲙⲁ ⲥ ⲁⲥⲉⲓ ⲁ [MASK] ⲉⲓ ⲁⲥⲡⲁϩⲧⲥ ⲁ ⲥ ⲡⲁϩⲧ ⲥ ϩⲁⲣⲁⲧϥ ϩⲁⲣⲁⲧ ϥ	ⲁⲗⲗⲁ ⲛⲧⲉⲩⲛⲟⲩ ⲛⲧⲉⲣⲉⲥⲥⲱⲧⲙ ⲉⲧⲃⲏⲏⲧϥ ⲛϭⲓⲟⲩⲥϩⲓⲙⲉ ⲉⲩⲛⲧⲥⲟⲩϣⲉⲉⲣⲉ ⲙⲙⲁⲩ ⲉⲣⲉⲟⲩⲡⲛⲉⲩⲙⲁ ⲛⲁⲕⲁⲑⲁⲣⲧⲟⲛ ⲛⲙⲙⲁⲥ ⲁⲥⲉⲓ ⲁⲥⲡⲁϩⲧⲥ ϩⲁⲣⲁⲧϥ
ⲉⲧⲉⲧⲛⲧⲥⲧⲟ ⲉ ⲧⲉⲧⲛ ⲧⲥⲧⲟ [MASK] ⲙⲡϣⲁϫⲉ ⲙ ⲡ ϣⲁϫⲉ ⲙⲡⲛⲟⲩⲧⲉ ⲙ ⲡ ⲛⲟⲩⲧⲉ ϩⲛ ⲧⲉⲧⲛⲡⲁⲣⲁⲇⲟⲥⲓⲥ [MASK] ⲡⲁⲣⲁⲇⲟⲥⲓⲥ ⲛⲧⲁⲧⲉⲧⲛⲧⲁⲁⲥ ⲛⲧ ⲁ ⲧⲉⲧⲛ ⲧⲁⲁ ⲥ ⲉⲧⲟⲟⲧⲟⲩ ⲉⲧⲟⲟⲧ ⲟⲩ ⲁⲩⲱ ϩⲉⲛⲕⲉϩⲃⲏⲩⲉ ϩⲉⲛ [MASK] ϩⲃⲏⲩⲉ ⲧⲏⲣⲟⲩ ⲧⲏⲣ ⲟⲩ ⲉⲩⲧⲛⲧⲱⲛ ⲉ ⲩ [MASK] ⲉⲛⲁⲓ ⲉ ⲛⲁⲓ ⲧⲉⲧⲛⲉⲓⲣⲉ ⲧⲉⲧⲛ ⲉⲓⲣⲉ ⲙⲙⲟⲟⲩ ⲙⲙⲟ ⲟⲩ [MASK]	ⲉⲧⲉⲧⲛⲧⲥⲧⲟ ⲉⲃⲟⲗ ⲙⲡϣⲁϫⲉ ⲙⲡⲛⲟⲩⲧⲉ ϩⲛ ⲧⲉⲧⲛⲡⲁⲣⲁⲇⲟⲥⲓⲥ ⲛⲧⲁⲧⲉⲧⲛⲧⲁⲁⲥ ⲉⲧⲟⲟⲧⲟⲩ ⲁⲩⲱ ϩⲉⲛⲕⲉϩⲃⲏⲩⲉ ⲧⲏⲣⲟⲩ ⲉⲩⲧⲛⲧⲱⲛ ⲉⲛⲁⲓ ⲧⲉⲧⲛⲉⲓⲣⲉ ⲙⲙⲟⲟⲩ .
ⲁⲗⲗⲁ ϯⲛⲁⲣⲡⲉⲕⲙⲉⲉⲩⲉ ϯ ⲛⲁ ⲣ ⲡⲉⲕ ⲙⲉⲉⲩⲉ ⲉⲣϣⲁⲛⲡϫⲟⲉⲓⲥ ⲉⲣϣⲁⲛ ⲡ ϫⲟⲉⲓⲥ ⲥⲟⲟⲩⲧⲛ ⲛⲧⲁϩⲓⲏ ⲛ ⲧⲁ ϩⲓⲏ [MASK] ⲛ ⲧⲁ ⲁⲡⲁⲛⲧⲁ · ⲉⲡⲥⲟⲛ [MASK] ⲡ ⲥⲟⲛ ⲉⲧⲙⲙⲁⲩ [MASK] ⲙⲙⲁⲩ ·	ⲁⲗⲗⲁ ϯⲛⲁⲣⲡⲉⲕⲙⲉⲉⲩⲉ ⲉⲣϣⲁⲛⲡϫⲟⲉⲓⲥ ⲥⲟⲟⲩⲧⲛ ⲛⲧⲁϩⲓⲏ ⲛⲧⲁⲁⲡⲁⲛⲧⲁ · ⲉⲡⲥⲟⲛ ⲉⲧⲙⲙⲁⲩ ·
ⲧⲉⲛⲟⲩ [MASK] ⲧⲁϣⲉⲉⲣⲉ ⲧⲁ ϣⲉⲉⲣⲉ ⲙⲡⲣⲣϩⲟⲧⲉ ⲙⲡⲣ ⲣϩⲟⲧⲉ ϩⲱⲃ ⲛⲓⲙ [MASK] ⲉⲧⲉ ⲣ ⲁ ϫⲟⲟ ⲩ ⲁⲛⲟⲕ [MASK] ϯ ⲛⲁ ⲁⲁ ⲩ ⲛⲉ ⲛ ⲉ ⲧⲉⲫⲩⲗⲏ ⲧⲉ ⲫⲩⲗⲏ ⲅⲁⲣ ⲧⲏⲣⲥ [MASK] ⲥ ⲙⲡⲗⲁⲟⲥ ⲙ ⲡ ⲗⲁⲟⲥ ⲥⲟⲟⲩⲛ ϫⲉⲛⲧⲉ ϫⲉ ⲛⲧⲉ ⲟⲩⲥϩⲓⲙⲉ [MASK] ⲥϩⲓⲙⲉ ⲛⲧⲟ ⲛϫⲱⲱⲣⲉ ⲛ ϫⲱⲱⲣⲉ	ⲧⲉⲛⲟⲩ ϭⲉ ⲧⲁϣⲉⲉⲣⲉ ⲙⲡⲣⲣϩⲟⲧⲉ ϩⲱⲃ ⲛⲓⲙ ⲉⲧⲉⲣⲁϫⲟⲟⲩ ⲁⲛⲟⲕ ϯⲛⲁⲁⲁⲩ ⲛⲉ ⲧⲉⲫⲩⲗⲏ ⲅⲁⲣ ⲧⲏⲣⲥ ⲙⲡⲗⲁⲟⲥ ⲥⲟⲟⲩⲛ ϫⲉⲛⲧⲉ ⲟⲩⲥϩⲓⲙⲉ ⲛⲧⲟ ⲛϫⲱⲱⲣⲉ
ⲛⲧⲉⲣⲉⲥⲃⲱⲕ ⲛⲧⲉⲣⲉ ⲥ ⲃⲱⲕ ⲇⲉ ⲉⲡⲉⲥⲏⲓ ⲉ ⲡⲉⲥ ⲏⲓ ⲁⲥϩⲉ ⲁ ⲥ [MASK] ⲉⲧⲉϣⲉⲉⲣⲉ ⲉ ⲧⲉ ϣⲉⲉⲣⲉ [MASK] ⲉ ⲥ [MASK] [MASK] ϩⲓ ⲡⲉ ϭⲗⲟϭ ⲉⲁⲡⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲉ ⲁ ⲡ ⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲗⲟ ϩⲓⲱⲱⲥ ϩⲓⲱⲱ ⲥ.	ⲛⲧⲉⲣⲉⲥⲃⲱⲕ ⲇⲉ ⲉⲡⲉⲥⲏⲓ ⲁⲥϩⲉ ⲉⲧⲉϣⲉⲉⲣⲉ ⲉⲥⲛⲏϫ ϩⲓⲡⲉϭⲗⲟϭ ⲉⲁⲡⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲗⲟ ϩⲓⲱⲱⲥ .
ⲟⲩ ϭⲉ ⲡⲉ ⲁⲡⲟⲗⲗⲱ ⲟⲩ ⲇⲉ ⲡⲉ ⲡⲁⲩⲗⲟⲥ ⲁⲗⲗⲁ ϩⲉⲛⲇⲓⲁⲕⲱⲛ ϩⲉⲛ ⲇⲓⲁⲕⲱⲛ ⲛⲉ [MASK] [MASK] ⲁ ⲧⲉⲧⲛ ⲡⲓⲥⲧⲉⲩⲉ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧⲟⲩ ϩⲓⲧⲟⲟⲧ ⲟⲩ ⲁⲩⲱ ⲡⲟⲩⲁ ⲡ ⲟⲩⲁ ⲡⲟⲩⲁ ⲡ ⲟⲩⲁ ⲛⲧϩⲉ ⲛ ⲧ ϩⲉ [MASK] ⲉⲛⲧ ⲁ ⲡ ϫⲟⲉⲓⲥ [MASK] ⲛⲁϥ ⲛⲁ ϥ.	ⲟⲩ ϭⲉ ⲡⲉ ⲁⲡⲟⲗⲗⲱ ⲟⲩ ⲇⲉ ⲡⲉ ⲡⲁⲩⲗⲟⲥ ⲁⲗⲗⲁ ϩⲉⲛⲇⲓⲁⲕⲱⲛ ⲛⲉ ⲉⲁⲧⲉⲧⲛⲡⲓⲥⲧⲉⲩⲉ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧⲟⲩ ⲁⲩⲱ ⲡⲟⲩⲁ ⲡⲟⲩⲁ ⲛⲧϩⲉ ⲉⲛⲧⲁⲡϫⲟⲉⲓⲥ ϯ ⲛⲁϥ .
ⲗⲟⲓⲡⲟⲛ ⲡⲁϣⲏⲣⲉ ⲡⲁ [MASK] ⲟⲩⲟⲛ ⲛⲓⲙ ⲉⲧⲟⲩⲱϣ ⲉⲧ ⲟⲩⲱϣ ⲉⲁⲡⲟⲧⲁⲥⲥⲉ ⲉ ⲁⲡⲟⲧⲁⲥⲥⲉ ⲙⲡⲉⲓⲕⲟⲥⲙⲟⲥ ⲙ ⲡⲉⲓ ⲕⲟⲥⲙⲟⲥ ⲉⲩⲟ ⲉ ⲩ ⲟ ⲛⲧⲉⲕϭⲟⲧ ⲛ ⲧⲉⲕ ϭⲟⲧ ϣⲁⲩⲣϩⲙⲉ ϣⲁ ⲩ ⲣ [MASK] ⲛϩⲟⲟⲩ ⲛ ϩⲟⲟⲩ · ⲉⲩϩⲩⲡⲟⲙⲉⲓⲛⲉ ⲉ ⲩ ϩⲩⲡⲟⲙⲉⲓⲛⲉ ⲙⲛⲛⲥⲱⲥ ⲙⲛⲛⲥⲱ ⲥ ϣⲁⲩϣⲃⲡϥⲱ ϣⲁ ⲩ ϣⲃ ⲡ ϥⲱ ⲛⲧⲉⲩⲁⲡⲉ ⲛ ⲧⲉⲩ ⲁⲡⲉ · ⲛⲥⲉϯⲥⲭⲏⲙⲁ [MASK] [MASK] ϯⲥⲭⲏⲙⲁ ⲉϫⲱⲟⲩ [MASK] ⲟⲩ [MASK]	ⲗⲟⲓⲡⲟⲛ ⲡⲁϣⲏⲣⲉ ⲟⲩⲟⲛ ⲛⲓⲙ ⲉⲧⲟⲩⲱϣ ⲉⲁⲡⲟⲧⲁⲥⲥⲉ ⲙⲡⲉⲓⲕⲟⲥⲙⲟⲥ ⲉⲩⲟ ⲛⲧⲉⲕϭⲟⲧ ϣⲁⲩⲣϩⲙⲉ ⲛϩⲟⲟⲩ · ⲉⲩϩⲩⲡⲟⲙⲉⲓⲛⲉ ⲙⲛⲛⲥⲱⲥ ϣⲁⲩϣⲃⲡϥⲱ ⲛⲧⲉⲩⲁⲡⲉ · ⲛⲥⲉϯⲥⲭⲏⲙⲁ ⲉϫⲱⲟⲩ ·
ⲁⲩⲥⲱⲟⲩϩ ⲁ ⲩ ⲥⲱⲟⲩϩ ⲇⲉ ⲉⲣⲟϥ ⲉⲣⲟ ϥ ⲛϭⲓⲛⲉⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ [MASK] ⲛⲉ ⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲁⲩⲱ ϩⲟⲓⲛⲉ [MASK] ⲛ ⲛⲉ ⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ⲉⲁⲩⲉⲓ ⲉ ⲁ ⲩ [MASK] ⲉⲃⲟⲗ ϩⲛ ⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ ⲧ ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	ⲁⲩⲥⲱⲟⲩϩ ⲇⲉ ⲉⲣⲟϥ ⲛϭⲓⲛⲉⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲁⲩⲱ ϩⲟⲓⲛⲉ ⲛⲛⲉⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ⲉⲁⲩⲉⲓ ⲉⲃⲟⲗ ϩⲛ ⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ
ϩⲟⲓⲛⲉ ⲙⲉⲛ [MASK] ⲉ ⲧⲣⲉ ⲩ ⲧⲁⲁ ⲩ ⲛⲏⲧⲛⲛⲧⲁⲉⲓⲟ ⲛⲏ ⲧⲛ ⲛ ⲧⲁⲉⲓⲟ,	ϩⲟⲓⲛⲉ ⲙⲉⲛ ⲉⲧⲣⲉⲩⲧⲁⲁⲩ ⲛⲏⲧⲛⲛⲧⲁⲉⲓⲟ ,
