masked	src
saḥ anādiṣṭām diśam anuvyacalat	saḥ anādiṣṭām diśam anuvyacalat
ādātāraḥ vai naḥ imam [MASK] yajñam asurāḥ yathā ojīyāṃsaḥ balīyāṃsaḥ evam iti	ādātāraḥ vai naḥ imam prātar yajñam asurāḥ yathā ojīyāṃsaḥ balīyāṃsaḥ evam iti
kṛṇomi te prājāpatyam	kṛṇomi te prājāpatyam
pūtavantaḥ prāṇāḥ	pūtavantaḥ prāṇāḥ
tatra kuṣṭhasya nāmāni uttamāni vi [MASK]	tatra kuṣṭhasya nāmāni uttamāni vi bhejire
saḥ uṣṭraḥ abhavat	saḥ uṣṭraḥ abhavat
ye dhīvānaḥ rathakārāḥ karmārāḥ ye manīṣiṇaḥ upastīn parṇa [MASK] tvam sarvān kṛṇu abhitas janān	ye dhīvānaḥ rathakārāḥ karmārāḥ ye manīṣiṇaḥ upastīn parṇa mahyam tvam sarvān kṛṇu abhitas janān
tat yat yūpaḥ ūrdhvaḥ nimīyate yajñasya prajñātyai [MASK] lokasya anukhyātyai	tat yat yūpaḥ ūrdhvaḥ nimīyate yajñasya prajñātyai svargasya lokasya anukhyātyai
[MASK] tvā dyāvāpṛthivī yam tvā [MASK] tvaṣṭā yam tvā su janimā jajāna panthām anu pravidvān pitṛyāṇam dyumat agne samidhānaḥ vi bhāhi	yam tvā dyāvāpṛthivī yam tvā āpaḥ tvaṣṭā yam tvā su janimā jajāna panthām anu pravidvān pitṛyāṇam dyumat agne samidhānaḥ vi bhāhi
tamasaḥ iva jyotiḥ [MASK] etu sūryaḥ	tamasaḥ iva jyotiḥ ud etu sūryaḥ
tasyām eva asya tat [MASK] hutam bhavati yaḥ evam veda	tasyām eva asya tat devatāyām hutam bhavati yaḥ evam veda
vikṣudram iva [MASK] antastyam aṇīyaḥ iva ca sthavīyaḥ iva ca	vikṣudram iva vai antastyam aṇīyaḥ iva ca sthavīyaḥ iva ca
upa yanti anyāḥ	upa yanti anyāḥ
eṣām kṣatram ajaram astu jiṣṇu	eṣām kṣatram ajaram astu jiṣṇu
chandasām eva asmai rasena paśūn [MASK]	chandasām eva asmai rasena paśūn dhattaḥ
a nagnambhāvukāḥ ha hotuḥ ca yajamānasya [MASK] bhāryā [MASK] yatra evam vidvān etayā havirdhānayoḥ saṃpariśritayoḥ paridadhāti	a nagnambhāvukāḥ ha hotuḥ ca yajamānasya ca bhāryā bhavanti yatra evam vidvān etayā havirdhānayoḥ saṃpariśritayoḥ paridadhāti
atha ha aikṣvākam varuṇaḥ jagrāha	atha ha aikṣvākam varuṇaḥ jagrāha
sarvān durasyataḥ hanmi	sarvān durasyataḥ hanmi
tān eva bhāgadheyena upāsarat	tān eva bhāgadheyena upāsarat
anna ādaḥ anna patiḥ [MASK] aśnute prajayā annādyam yaḥ evam vidvān dakṣiṇā eti	anna ādaḥ anna patiḥ bhavati aśnute prajayā annādyam yaḥ evam vidvān dakṣiṇā eti
vajram eva asmai praharati	vajram eva asmai praharati
devānām ardha bhāj asi	devānām ardha bhāj asi
saḥ asmai paśūn prajanayati	saḥ asmai paśūn prajanayati
vṛṣā agniḥ	vṛṣā agniḥ
ajaḥ khalu vai	ajaḥ khalu vai
aśarīram vai retaḥ aśarīrā vapā	aśarīram vai retaḥ aśarīrā vapā
atha ha etam śunaḥśepaḥ añjaḥsavam [MASK]	atha ha etam śunaḥśepaḥ añjaḥsavam dadarśa
sa ha uvāca ajīgartaḥ sauyavasiḥ āṅgirasaḥ janmanā asi ājīgartiḥ śrutaḥ [MASK] ṛṣe paitāmahāt tantoḥ mā [MASK] punar ehi mām iti	sa ha uvāca ajīgartaḥ sauyavasiḥ āṅgirasaḥ janmanā asi ājīgartiḥ śrutaḥ kaviḥ ṛṣe paitāmahāt tantoḥ mā apagāḥ punar ehi mām iti
tam sarasvatī samantam paryadhāvat	tam sarasvatī samantam paryadhāvat
tat etābhyām eva etat [MASK] sarvam āptam	tat etābhyām eva etat āśīrbhyām sarvam āptam
tābhiḥ [MASK] naḥ sa na saṃgacchātai yaḥ naḥ etat atikrāmāt yaḥ ālulobhayiṣāt iti	tābhiḥ eva naḥ sa na saṃgacchātai yaḥ naḥ etat atikrāmāt yaḥ ālulobhayiṣāt iti
tāḥ etāḥ [MASK] anvāha rūpa samṛddhāḥ	tāḥ etāḥ aṣṭau anvāha rūpa samṛddhāḥ
tena tvā snapayāmasi	tena tvā snapayāmasi
tasmai [MASK] diśaḥ vāsantau māsau [MASK] akurvan bṛhat ca rathantaram [MASK] anuṣṭhātārau vāsantau enam māsau prācyāḥ diśaḥ gopāyataḥ bṛhat ca rathantaram ca anutiṣṭhataḥ yaḥ evam veda	tasmai prācyāḥ diśaḥ vāsantau māsau goptārau akurvan bṛhat ca rathantaram ca anuṣṭhātārau vāsantau enam māsau prācyāḥ diśaḥ gopāyataḥ bṛhat ca rathantaram ca anutiṣṭhataḥ yaḥ evam veda
puru hi vām puru [MASK] deṣṇam	puru hi vām puru bhujā deṣṇam
atha ha śunaḥśepaḥ viśvāmitrasya aṅkam [MASK]	atha ha śunaḥśepaḥ viśvāmitrasya aṅkam āsasāda
[MASK] pibatam aśvinā iti aparāhṇe yajati	asya pibatam aśvinā iti aparāhṇe yajati
anamīvaḥ rudra jāsu naḥ bhava	anamīvaḥ rudra jāsu naḥ bhava
nābhānediṣṭhena eva retaḥ asiñcat	nābhānediṣṭhena eva retaḥ asiñcat
agnīṣomā haviṣaḥ prasthitasya [MASK] haviṣaḥ yajati	agnīṣomā haviṣaḥ prasthitasya iti haviṣaḥ yajati
tam eva bhāgadheyena upāsarat	tam eva bhāgadheyena upāsarat
prajāpati āyatanābhiḥ eva ābhiḥ [MASK] yaḥ evam veda	prajāpati āyatanābhiḥ eva ābhiḥ rādhnoti yaḥ evam veda
kṛtyāḥ santu kṛtyā [MASK] śapathaḥ śapathīyate	kṛtyāḥ santu kṛtyā kṛte śapathaḥ śapathīyate
śunam aṣṭrāvi acarat kapardī [MASK] dāru ānahyamānaḥ	śunam aṣṭrāvi acarat kapardī varatrāyām dāru ānahyamānaḥ
[MASK] naḥ bhavantu apaḥ oṣadhayaḥ śivāḥ	śam naḥ bhavantu apaḥ oṣadhayaḥ śivāḥ
atha enam utkrānta medham atyārjanta	atha enam utkrānta medham atyārjanta
tasya devāḥ tamaḥ apāghnan	tasya devāḥ tamaḥ apāghnan
tat naḥ mitraḥ varuṇaḥ māmahantām aditiḥ sindhuḥ pṛthivī uta [MASK]	tat naḥ mitraḥ varuṇaḥ māmahantām aditiḥ sindhuḥ pṛthivī uta dyauḥ
anāgasaḥ te vayam aditaye syāma	anāgasaḥ te vayam aditaye syāma
devānām patnīḥ uśatīḥ avantu naḥ	devānām patnīḥ uśatīḥ avantu naḥ
atha ha asmin anvārabdhe pūrvābhiḥ [MASK] sa svāhākārābhiḥ juhavāṃcakāra	atha ha asmin anvārabdhe pūrvābhiḥ catasṛbhiḥ sa svāhākārābhiḥ juhavāṃcakāra
chinnam sam dhehi oṣadhe	chinnam sam dhehi oṣadhe
[MASK] nā īśe yajña patiḥ na yajñaḥ na asya dātā īśe na pratigrahītā yaḥ viśva [MASK] viśva bhṛt viśva karmā gharmam naḥ brūta yatamaḥ catuṣpād	yasya nā īśe yajña patiḥ na yajñaḥ na asya dātā īśe na pratigrahītā yaḥ viśva jit viśva bhṛt viśva karmā gharmam naḥ brūta yatamaḥ catuṣpād
tam [MASK] ca aditiḥ ca iḍā ca indrāṇī ca anuvyacalan	tam ditiḥ ca aditiḥ ca iḍā ca indrāṇī ca anuvyacalan
sa savitāram upasasāra abhi tvā [MASK] savitar iti etena tṛcena	sa savitāram upasasāra abhi tvā deva savitar iti etena tṛcena
bhūti kāmam yājayet	bhūti kāmam yājayet
avakā ādān abhiśocān apsu [MASK] māmakān	avakā ādān abhiśocān apsu jyotaya māmakān
tam ha uvāca ajñata [MASK] asya dantāḥ yajasva mā anena iti	tam ha uvāca ajñata vai asya dantāḥ yajasva mā anena iti
siṃha pratīkaḥ viśaḥ addhi sarvāḥ	siṃha pratīkaḥ viśaḥ addhi sarvāḥ
dharuṇī asi śāle bṛhat chandāḥ [MASK] dhānyā	dharuṇī asi śāle bṛhat chandāḥ pūti dhānyā
sūkaraḥ tvā akhanat nasā	sūkaraḥ tvā akhanat nasā
samāna [MASK] bhavataḥ samānam hi śiraḥ grīvam	samāna barhiṣī bhavataḥ samānam hi śiraḥ grīvam
darśaya mā yātudhānān	darśaya mā yātudhānān
ā enam brahma gacchati	ā enam brahma gacchati
tasmai pratīcyāḥ diśaḥ vārṣikau māsau goptārau [MASK] vairūpam ca vairājam ca anuṣṭhātārau vārṣikau enam māsau [MASK] diśaḥ gopāyataḥ vairūpam ca vairājam ca anutiṣṭhataḥ yaḥ evam [MASK]	tasmai pratīcyāḥ diśaḥ vārṣikau māsau goptārau akurvan vairūpam ca vairājam ca anuṣṭhātārau vārṣikau enam māsau pratīcyāḥ diśaḥ gopāyataḥ vairūpam ca vairājam ca anutiṣṭhataḥ yaḥ evam veda
brahmaṇā eva enam tat bhiṣajyati	brahmaṇā eva enam tat bhiṣajyati
ni su svapa	ni su svapa
tasya [MASK] diśi vidyut puṃścalī stanayitnuḥ māgadhaḥ vijñānam vāsaḥ ahar uṣṇīṣam [MASK] keśāḥ haritau pravartau kalmaliḥ maṇiḥ śrutam ca viśrutam [MASK] pariṣkandau manaḥ vipatham mātariśvā ca pavamānaḥ ca vipatha vāhau vātaḥ sārathiḥ reṣmā [MASK] kīrtiḥ ca yaśaḥ ca puraḥsarau	tasya udīcyām diśi vidyut puṃścalī stanayitnuḥ māgadhaḥ vijñānam vāsaḥ ahar uṣṇīṣam rātrī keśāḥ haritau pravartau kalmaliḥ maṇiḥ śrutam ca viśrutam ca pariṣkandau manaḥ vipatham mātariśvā ca pavamānaḥ ca vipatha vāhau vātaḥ sārathiḥ reṣmā pratodaḥ kīrtiḥ ca yaśaḥ ca puraḥsarau
[MASK] enam āha vrātya kva avātsīḥ iti pathaḥ eva tena deva yānān avarunddhe	yat enam āha vrātya kva avātsīḥ iti pathaḥ eva tena deva yānān avarunddhe
na [MASK] viśām agnim su adhvaram iti	na bibhrati viśām agnim su adhvaram iti
asmin indra mahi varcāṃsi dhehi	asmin indra mahi varcāṃsi dhehi
vayam soma vrate tava manaḥ [MASK] bibhrataḥ prajāvantaḥ sacemahi	vayam soma vrate tava manaḥ tanūṣu bibhrataḥ prajāvantaḥ sacemahi
āgāt ud agāt ayam	āgāt ud agāt ayam
manyunā vai vīryam [MASK] indriyeṇa jayati	manyunā vai vīryam kriyate indriyeṇa jayati
ud nayāmi svān aham	ud nayāmi svān aham
keśāḥ naḍāḥ iva [MASK] śīrṣṇaḥ te asitāḥ pari	keśāḥ naḍāḥ iva vardhantām śīrṣṇaḥ te asitāḥ pari
samiddhasya hi eṣaḥ etat [MASK] śrayate	samiddhasya hi eṣaḥ etat purastāt śrayate
na iti ha [MASK] viśvāmitraḥ devāḥ vai imam mahyam arāsata iti	na iti ha uvāca viśvāmitraḥ devāḥ vai imam mahyam arāsata iti
abhi tvā varcasā asican [MASK] divyāḥ payasvatīḥ	abhi tvā varcasā asican āpaḥ divyāḥ payasvatīḥ
sarvebhyaḥ vaḥ pari dadāmi etam	sarvebhyaḥ vaḥ pari dadāmi etam
sarveṣu deva lokeṣu rādhnoti yaḥ [MASK] veda	sarveṣu deva lokeṣu rādhnoti yaḥ evam veda
ā enam kīrtiḥ gacchati ā yaśaḥ gacchati [MASK] evam veda	ā enam kīrtiḥ gacchati ā yaśaḥ gacchati yaḥ evam veda
naḥ rājā ni kṛṣim tanotu	naḥ rājā ni kṛṣim tanotu
tam ṛcaḥ ca sāmāni ca yajūṃṣi ca brahma ca [MASK]	tam ṛcaḥ ca sāmāni ca yajūṃṣi ca brahma ca anuvyacalan
labhante ha putrān	labhante ha putrān
śvetā bhavati samṛddhyai	śvetā bhavati samṛddhyai
tām punar niṣkrīṇīyāt punar hi sā tān [MASK]	tām punar niṣkrīṇīyāt punar hi sā tān āgacchat
tris hi idam viṣṇuḥ vyakramata	tris hi idam viṣṇuḥ vyakramata
nirhastaḥ śatruḥ [MASK] astu ye senābhiḥ yudham āyanti asmān	nirhastaḥ śatruḥ abhidāsan astu ye senābhiḥ yudham āyanti asmān
mā imam sanābhiḥ uta vā anya nābhiḥ mā imam prāpat pauruṣeyaḥ vadhaḥ [MASK]	mā imam sanābhiḥ uta vā anya nābhiḥ mā imam prāpat pauruṣeyaḥ vadhaḥ yaḥ
tat asmai etat [MASK] eva parokṣam āśāste	tat asmai etat prajām eva parokṣam āśāste
vāyavyam ajam [MASK] aindram vṛṣṇam vṛṣabham vā vāruṇam petvam	vāyavyam ajam ālabheta aindram vṛṣṇam vṛṣabham vā vāruṇam petvam
tam upāhvayanta	tam upāhvayanta
vāc vai devānām manotā tasyām hi teṣām [MASK] otāni	vāc vai devānām manotā tasyām hi teṣām manāṃsi otāni
vājinam [MASK] hi enam santam pariṇayanti	vājinam iva hi enam santam pariṇayanti
pratyak pratiprahiṇmaḥ yathā [MASK] kṛtam hanat	pratyak pratiprahiṇmaḥ yathā kṛtyā kṛtam hanat
dvayoḥ hi [MASK] tṛtīyam chadiḥ adhinidhīyata	dvayoḥ hi etat tṛtīyam chadiḥ adhinidhīyata
sa yat a parimitam anvāha sarveṣām [MASK] avaruddhyai	sa yat a parimitam anvāha sarveṣām kāmānām avaruddhyai
manuḥ hi etām agre ajanayata	manuḥ hi etām agre ajanayata
yaḥ prathamaḥ ekāṣṭakāyām jāyeta yaḥ [MASK] ālapsyamānaḥ syāt saḥ āgneyam aṣṭākapālam nirvapet	yaḥ prathamaḥ ekāṣṭakāyām jāyeta yaḥ tam ālapsyamānaḥ syāt saḥ āgneyam aṣṭākapālam nirvapet
tāḥ asmai prajām punar dadati	tāḥ asmai prajām punar dadati
[MASK] haviradān gandharvān avakā ādān vyṛṣatu	tābhiḥ haviradān gandharvān avakā ādān vyṛṣatu
indraḥ paśūnām prajanayitā	indraḥ paśūnām prajanayitā
tena naḥ mṛḍa jīvase	tena naḥ mṛḍa jīvase
tatas vai [MASK] ca ṛṣayaḥ ca devānām yajña vāstu abhyāyan yajñasya kiṃcid eṣiṣyāmaḥ [MASK] iti	tatas vai manuṣyāḥ ca ṛṣayaḥ ca devānām yajña vāstu abhyāyan yajñasya kiṃcid eṣiṣyāmaḥ prajñātyai iti
[MASK] vai tat devāḥ yajñam prājānan asyām vāva tat prājānan	yat vai tat devāḥ yajñam prājānan asyām vāva tat prājānan
mṛḍayā naḥ tanūbhyaḥ	mṛḍayā naḥ tanūbhyaḥ
tuṣaiḥ vai phalīkaraṇaiḥ devāḥ haviḥ yajñebhyaḥ rakṣāṃsi [MASK] mahā yajñāt	tuṣaiḥ vai phalīkaraṇaiḥ devāḥ haviḥ yajñebhyaḥ rakṣāṃsi nirabhajan mahā yajñāt
saḥ akāmayata [MASK] apibhāgaḥ syām iti	saḥ akāmayata sarvatra apibhāgaḥ syām iti
mā ātmānam apa gūhathāḥ	mā ātmānam apa gūhathāḥ
lomaśaḥ	lomaśaḥ
amūḥ yāḥ yanti yoṣitaḥ hirāḥ lohita vāsasaḥ a [MASK] iva jāmayaḥ tiṣṭhantu hata varcasaḥ	amūḥ yāḥ yanti yoṣitaḥ hirāḥ lohita vāsasaḥ a bhrātaraḥ iva jāmayaḥ tiṣṭhantu hata varcasaḥ
saurīm śvetām ālabheta brahmavarcasa kāmaḥ	saurīm śvetām ālabheta brahmavarcasa kāmaḥ
ye tvā kṛtvā ālebhire [MASK] abhicāriṇaḥ śaṃbhu idam kṛtyā dūṣaṇam prativartma punaḥsaram	ye tvā kṛtvā ālebhire vidvalāḥ abhicāriṇaḥ śaṃbhu idam kṛtyā dūṣaṇam prativartma punaḥsaram
tathā eva [MASK] yajamānaḥ sarvaiḥ chandobhiḥ iṣṭvā svargam lokam jayati	tathā eva etat yajamānaḥ sarvaiḥ chandobhiḥ iṣṭvā svargam lokam jayati
brahmaṇā vai ete devāḥ ayuñjata yat [MASK]	brahmaṇā vai ete devāḥ ayuñjata yat havirdhāne
anannam vai carma	anannam vai carma
prajā anuyājāḥ	prajā anuyājāḥ
anaḍvān dādhāra uru antarikṣam	anaḍvān dādhāra uru antarikṣam
tam acāyat ayam vāva āsām prajānām a varuṇa gṛhītaḥ [MASK] imāḥ prajāḥ varuṇāt [MASK] iti	tam acāyat ayam vāva āsām prajānām a varuṇa gṛhītaḥ anena imāḥ prajāḥ varuṇāt muñcāni iti
dyāvāpṛthivī eva enam viśi pratiṣṭhāpayataḥ	dyāvāpṛthivī eva enam viśi pratiṣṭhāpayataḥ
tasya ha [MASK] jajñe rohitaḥ nāma	tasya ha putraḥ jajñe rohitaḥ nāma
[MASK] ca vai sa parameṣṭhinaḥ ca pituḥ ca [MASK] ca priyam dhāma bhavati yaḥ evam veda	prajāpateḥ ca vai sa parameṣṭhinaḥ ca pituḥ ca pitāmahasya ca priyam dhāma bhavati yaḥ evam veda
indra medī aham tava	indra medī aham tava
ekaḥ bahūnām asi manyo īḍitā	ekaḥ bahūnām asi manyo īḍitā
piprīhi devāṁ uśataḥ yaviṣṭha	piprīhi devāṁ uśataḥ yaviṣṭha
indraḥ enam parāśarīt	indraḥ enam parāśarīt
tasmāt bibhyataḥ upāvartanta	tasmāt bibhyataḥ upāvartanta
aśvaḥ a vyupta vahaḥ dakṣiṇā	aśvaḥ a vyupta vahaḥ dakṣiṇā
tatas yaḥ atyakṣarat [MASK] agniḥ ca marutaḥ ca	tatas yaḥ atyakṣarat tam agniḥ ca marutaḥ ca
takṣan dhenum sabardughām	takṣan dhenum sabardughām
atha pratipadyate iḍā upahūtā [MASK] iḍā upa u asmāṁ iḍā hvayatām iḍā upahūtā iti	atha pratipadyate iḍā upahūtā upahūtā iḍā upa u asmāṁ iḍā hvayatām iḍā upahūtā iti
sa samavadāya iḍām pūrva ardham puroḍāśasya [MASK] purastāt dhruvāyai nidadhāti	sa samavadāya iḍām pūrva ardham puroḍāśasya praśīrya purastāt dhruvāyai nidadhāti
tvam hi ratna dhāḥ asi	tvam hi ratna dhāḥ asi
agne tokasya naḥ tane tanūnām [MASK] dīdyat bodhi gopāḥ iti	agne tokasya naḥ tane tanūnām aprayucchan dīdyat bodhi gopāḥ iti
vidāḥ deveṣu naḥ duvaḥ iti āśiṣam eva [MASK]	vidāḥ deveṣu naḥ duvaḥ iti āśiṣam eva āśāste
piba ṛtunā	piba ṛtunā
tava duhitā iti	tava duhitā iti
yat vāci proditāyām anubrūyāt anyasya eva enam [MASK] anuvādinam kuryāt	yat vāci proditāyām anubrūyāt anyasya eva enam udita anuvādinam kuryāt
hiraṇya varṇe subhage sūrya varṇe vapuṣṭame [MASK] gacchāsi niṣkṛte	hiraṇya varṇe subhage sūrya varṇe vapuṣṭame rutam gacchāsi niṣkṛte
[MASK] vai etāḥ pravatyaḥ netṛmatyaḥ pathimatyaḥ svastimatyaḥ etasya haviṣaḥ yājyā anuvākyāḥ	tāḥ vai etāḥ pravatyaḥ netṛmatyaḥ pathimatyaḥ svastimatyaḥ etasya haviṣaḥ yājyā anuvākyāḥ
prāṇa apānau agnīṣomau	prāṇa apānau agnīṣomau
yat ādityaḥ amum [MASK] asmai unnayati	yat ādityaḥ amum eva asmai unnayati
amitra senām maghavan asmān śatrūyatīm abhi yuvam tām indra [MASK] agniḥ ca dahatam prati	amitra senām maghavan asmān śatrūyatīm abhi yuvam tām indra vṛtrahan agniḥ ca dahatam prati
yathāparu tanvam sam bharasva	yathāparu tanvam sam bharasva
āhuti [MASK] vai anyāḥ devatāḥ anyāḥ stoma bhāgāḥ chandaḥ bhāgāḥ	āhuti bhāgāḥ vai anyāḥ devatāḥ anyāḥ stoma bhāgāḥ chandaḥ bhāgāḥ
yena nicakre āsurī [MASK] [MASK] pari tena ni kurve tvām aham yathā te asāni su priyā	yena nicakre āsurī indram devebhyaḥ pari tena ni kurve tvām aham yathā te asāni su priyā
hotā bhavati	hotā bhavati
agne [MASK] su pathā rāye asmān ā devānām api panthām aganma iti agneḥ triṣṭubhau	agne naya su pathā rāye asmān ā devānām api panthām aganma iti agneḥ triṣṭubhau
vi [MASK] mitrāvaruṇau hṛdaḥ cittāni asyatam	vi asyai mitrāvaruṇau hṛdaḥ cittāni asyatam
saḥ udatiṣṭhat	saḥ udatiṣṭhat
manasā vai iṣita vāc vadati	manasā vai iṣita vāc vadati
aveḥ apaḥ iti hotā adhvaryum [MASK]	aveḥ apaḥ iti hotā adhvaryum pṛcchati
sā eṣā nidānena yat iḍā	sā eṣā nidānena yat iḍā
āgneyāni vai puruṣasya asthāni	āgneyāni vai puruṣasya asthāni
śam astu tanve mama	śam astu tanve mama
tvayā jaghāna [MASK] tvayā kaṇvaḥ agastyaḥ	tvayā jaghāna kaśyapaḥ tvayā kaṇvaḥ agastyaḥ
tasya [MASK] janāḥ pariṣkandāḥ āsan saṃkalpāḥ prahāyyāḥ viśvāni bhūtāni upasadaḥ	tasya deva janāḥ pariṣkandāḥ āsan saṃkalpāḥ prahāyyāḥ viśvāni bhūtāni upasadaḥ
pra padyasva	pra padyasva
tat anyasyām adhi śritam	tat anyasyām adhi śritam
yajamānaḥ vai [MASK] nidānena yat paśuḥ anena jyotiṣā yajamānaḥ puras jyotiḥ svargam [MASK] eṣyati iti	yajamānaḥ vai eṣa nidānena yat paśuḥ anena jyotiṣā yajamānaḥ puras jyotiḥ svargam lokam eṣyati iti
tat āhuḥ yat hiraṇyam na vidyeta katham syāt [MASK]	tat āhuḥ yat hiraṇyam na vidyeta katham syāt iti
[MASK] ha sma ghṛtam pade saṃtiṣṭhate	tasyai ha sma ghṛtam pade saṃtiṣṭhate
yat yajñe abhirūpam tat samṛddham	yat yajñe abhirūpam tat samṛddham
yāḥ āpaḥ divyāḥ payasā madanti [MASK] tāsām tvā sarvāsām apām abhi siñcāmi varcasā	yāḥ āpaḥ divyāḥ payasā madanti antarikṣe tāsām tvā sarvāsām apām abhi siñcāmi varcasā
tat āhuḥ dvi rūpaḥ agnīṣomīyaḥ [MASK] dvi devatyaḥ hi iti	tat āhuḥ dvi rūpaḥ agnīṣomīyaḥ kartavyaḥ dvi devatyaḥ hi iti
sā anuṣṭubham asṛjata	sā anuṣṭubham asṛjata
yātudhānasya somapa jahi prajām [MASK] ca	yātudhānasya somapa jahi prajām nayasva ca
sa [MASK] eṣa paśuḥ eva ālabhyate yat puroﾱāśaḥ	sa vai eṣa paśuḥ eva ālabhyate yat puroﾱāśaḥ
āśiṣām eva eṣa pratigrahaḥ	āśiṣām eva eṣa pratigrahaḥ
yām tvā [MASK] akhanat tām tvā vayam khanāmasi oṣadhim śepa harṣaṇīm	yām tvā gandharvaḥ akhanat tām tvā vayam khanāmasi oṣadhim śepa harṣaṇīm
retaḥ vai āpaḥ	retaḥ vai āpaḥ
rohiṇī bhavati samṛddhyai	rohiṇī bhavati samṛddhyai
dyāvāpṛthivī payasā [MASK] ṛtāvarī yajñiye naḥ punītām	dyāvāpṛthivī payasā payasvatī ṛtāvarī yajñiye naḥ punītām
yathā idam bhūmyāḥ adhi tṛṇam vātaḥ mathāyati eva [MASK] te [MASK] yathā mām kāminī asaḥ yathā mat na apagā asaḥ	yathā idam bhūmyāḥ adhi tṛṇam vātaḥ mathāyati eva mathnāmi te manaḥ yathā mām kāminī asaḥ yathā mat na apagā asaḥ
tisraḥ jihvāḥ varuṇasya [MASK] dīdyati āsani	tisraḥ jihvāḥ varuṇasya antar dīdyati āsani
ubhe vṛtau saṃyatī sam jayāti	ubhe vṛtau saṃyatī sam jayāti
[MASK] yat enam tṛtīyasavane śrapayitvā juhvati	atha yat enam tṛtīyasavane śrapayitvā juhvati
na iti ha uvāca yaḥ eva mām [MASK] tasya eva aham asmi iti	na iti ha uvāca yaḥ eva mām ajījanata tasya eva aham asmi iti
ā mūlāt śākhābhiḥ anucitaḥ	ā mūlāt śākhābhiḥ anucitaḥ
asi	asi
[MASK] vai tat śīrṣṇaḥ chinnāt tejaḥ indriyam vīryam parāpatat sā babhruḥ vaśā bhavat	yat vai tat śīrṣṇaḥ chinnāt tejaḥ indriyam vīryam parāpatat sā babhruḥ vaśā bhavat
devebhyaḥ prātaryāvabhyaḥ [MASK] anubrūhi iti āha adhvaryuḥ	devebhyaḥ prātaryāvabhyaḥ hotar anubrūhi iti āha adhvaryuḥ
raśmīnām eva asmai [MASK] āptvā unnayati	raśmīnām eva asmai rūpāṇi āptvā unnayati
īśvarau [MASK] vai etau saṃyantau [MASK] hiṃsitoḥ yaḥ ca asau pūrvaḥ uddhṛtaḥ bhavati yam u ca enam aparam praṇayanti	īśvarau ha vai etau saṃyantau yajamānam hiṃsitoḥ yaḥ ca asau pūrvaḥ uddhṛtaḥ bhavati yam u ca enam aparam praṇayanti
nava vai prāṇāḥ	nava vai prāṇāḥ
udārān ca pradarśaya	udārān ca pradarśaya
asau vai ādityaḥ brahmavarcasasya pradātā	asau vai ādityaḥ brahmavarcasasya pradātā
na anyāsām kīrtayāḥ cana	na anyāsām kīrtayāḥ cana
ekayā vīryam kriyate	ekayā vīryam kriyate
tam vāruṇam ālabhata	tam vāruṇam ālabhata
upa naḥ [MASK] ā gahi haribhiḥ indra keśibhiḥ	upa naḥ sutam ā gahi haribhiḥ indra keśibhiḥ
tathā iti	tathā iti
etābhiḥ vai iṣṭvā devāḥ svargam [MASK] ajayan	etābhiḥ vai iṣṭvā devāḥ svargam lokam ajayan
tau ālabhata	tau ālabhata
saptadhā vai vāc avadat	saptadhā vai vāc avadat
svayā eva [MASK] tat devatayā svena chandasā samardhayati	svayā eva enam tat devatayā svena chandasā samardhayati
vadhrayaḥ te khanitāraḥ	vadhrayaḥ te khanitāraḥ
kṛṇuṣva pājaḥ prasitim na pṛthvīm iti pañca rākṣoghnyaḥ [MASK] apahatyai	kṛṇuṣva pājaḥ prasitim na pṛthvīm iti pañca rākṣoghnyaḥ rakṣasām apahatyai
pra devī etu sūnṛtā iti	pra devī etu sūnṛtā iti
etat vai yajñasya [MASK] yat rūpa samṛddham	etat vai yajñasya samṛddham yat rūpa samṛddham
manoḥ duhitā iti	manoḥ duhitā iti
saḥ eṣa dviṣataḥ vadhaḥ udyataḥ [MASK]	saḥ eṣa dviṣataḥ vadhaḥ udyataḥ tiṣṭhati
tvayā yajñam vi tanvate [MASK] yajñam eva asmai etat vitanoti	tvayā yajñam vi tanvate iti yajñam eva asmai etat vitanoti
tvam agne saprathāḥ asi [MASK] yāḥ te mayaḥ bhuvaḥ iti ājya [MASK] puronuvākye anubrūyāt yaḥ pūrvam an ījānaḥ syāt tasmai	tvam agne saprathāḥ asi soma yāḥ te mayaḥ bhuvaḥ iti ājya bhāgayoḥ puronuvākye anubrūyāt yaḥ pūrvam an ījānaḥ syāt tasmai
nāvaḥ hiraṇyayīḥ āsan [MASK] kuṣṭham nirāvahan	nāvaḥ hiraṇyayīḥ āsan yābhiḥ kuṣṭham nirāvahan
brahmā deva kṛtā upahūtā iti	brahmā deva kṛtā upahūtā iti
indraḥ tvaṣṭā prati haryantu me [MASK]	indraḥ tvaṣṭā prati haryantu me vacaḥ
ajījanan amṛtam martyāsaḥ asremāṇam [MASK] vīḍu jambham	ajījanan amṛtam martyāsaḥ asremāṇam taraṇim vīḍu jambham
indriyam asmin dadhāti	indriyam asmin dadhāti
deva varma vai etat yat prayājāḥ [MASK] anuyājāḥ ca	deva varma vai etat yat prayājāḥ ca anuyājāḥ ca
dipsa auṣadhe tvam dipsantam	dipsa auṣadhe tvam dipsantam
namaḥ te stanayitnave	namaḥ te stanayitnave
agnim manthanti some rājani āgate	agnim manthanti some rājani āgate
