masked	src
paradičomot meg_nitod,	paradičomot meg_nitod,
dè melʼlʼec èmbeꝛeke.	dè melʼlʼec èmbeꝛeke.
⁊ [MASK] ki_vèttè uolna aʒ o̗ꝛdo̗go̗t,	⁊ micoꝛ ki_vèttè uolna aʒ o̗ꝛdo̗go̗t,
ʒ́ombat èmbėꝛèkeꝛt lo̗t,	ʒ́ombat èmbėꝛèkeꝛt lo̗t,
Es az mondott penzrewl kemenen fegye meg [MASK]	Es az mondott penzrewl kemenen fegye meg,
[MASK] ko̗tec aʒ́t lèllahocba aromatackal,	⁊ ko̗tec aʒ́t lèllahocba aromatackal,
merth y-@@gen bel_thewlthek wagýonk [MASK],	merth y-@@gen bel_thewlthek wagýonk megh_wthaͣlaͣthwal,
Mondanac nèki:	Mondanac nèki:
nem ʒ́olgalhattoc iſtènnᶜ ⁊ mamonnac [MASK]	nem ʒ́olgalhattoc iſtènnᶜ ⁊ mamonnac.
ký hatalmas poklokbol ký_zaggathný, Es megh_hywevlth [MASK] lelketh be_ewttený, ees [MASK] weztegh fekewt | ko-@@porsobol.	ký hatalmas poklokbol ký_zaggathný, Es megh_hywevlth tagokban lelketh be_ewttený, ees ký-@@-wonný weztegh fekewt | ko-@@porsobol.
Tewrtenek,	Tewrtenek,
⁊ mōda:	⁊ mōda:
nem kèl èlmenniec,	nem kèl èlmenniec,
[MASK] ſoc ièlenſegekèt to̗t iᶜ o̗ taneituańinac ʒ́emec èlo̗t,	Egeb ſoc ièlenſegekèt to̗t iᶜ o̗ taneituańinac ʒ́emec èlo̗t,
mōdom ke· tu̇nèctec,	mōdom ke· tu̇nèctec,
kin [MASK] baꝛant kėl vala meg_o̗lni.	kin a· baꝛant kėl vala meg_o̗lni.
Mondom ke· tu̇nèctec:	Mondom ke· tu̇nèctec:
Es keꝛdec o̗tèt,	Es keꝛdec o̗tèt,
Es nem cristus,	Es nem cristus,
mit muuèlkedel?	mit muuèlkedel?
ha bizonsaggal [MASK] lelko̗ngbe haborusagnac ideien bekesego̗t tartandonc,	ha bizonsaggal mi lelko̗ngbe haborusagnac ideien bekesego̗t tartandonc,
dè egeb haioc iutanac thibeiadiſbol [MASK] a· hèlʼhèʒ,	dè egeb haioc iutanac thibeiadiſbol rokon a· hèlʼhèʒ,
hog oʒia meg [MASK] aʒ o̗ꝛo̗ko̗t!	hog oʒia meg èn_vèlem aʒ o̗ꝛo̗ko̗t!
ez elʼeten embo̗rtu̇l mindo̗n binnec setetseget [MASK],	ez elʼeten embo̗rtu̇l mindo̗n binnec setetseget el_tauoztattʼac,
maſnac ke· kètto̗t,	maſnac ke· kètto̗t,
O̗ ke· hog [MASK] o̗ gondolatʼtʼocat,	O̗ ke· hog lata o̗ gondolatʼtʼocat,
[MASK] meǵ_hiꝛheʒnᶜ uala mēd èʒ iǵėc Iudanac mēdꝫ hegein.	⁊ meǵ_hiꝛheʒnᶜ uala mēd èʒ iǵėc Iudanac mēdꝫ hegein.
Caupue nevew varasban,	Caupue nevew varasban,
⁊ nē iteltèttèc.	⁊ nē iteltèttèc.
hoǵ az buču [MASK] to̗redelmeso̗knec,	hoǵ az buču adattatic to̗redelmeso̗knec,
⁊ hiuod o̗ [MASK] iᶜnac.	⁊ hiuod o̗ nèuėt iᶜnac.
hogÿ ylyen ezer vÿlagert [MASK] akarnek zolgalnÿ,	hogÿ ylyen ezer vÿlagert nem akarnek zolgalnÿ,
[MASK] zerenth en edes neneÿm o mel naǵh meltosagh,	(ÿ)lelek zerenth en edes neneÿm o mel naǵh meltosagh,
Azert meltan peldaztatnac [MASK] čillagocon az to̗keleto̗s zento̗c,	Azert meltan peldaztatnac az čillagocon az to̗keleto̗s zento̗c,
Mondanac aʒeꝛt a· ſidoc:	Mondanac aʒeꝛt a· ſidoc:
⁊ èhſegèc.	⁊ èhſegèc.
O en edes neneÿm,	O en edes neneÿm,
kit èl_vèʒ́tettèm vala!	kit èl_vèʒ́tettèm vala!
kyk megh [MASK] ýrwan az elew · orakban · az · Laudesben.	kyk megh wannak ýrwan az elew · orakban · az · Laudesben.
kėʒèhetec== ==m̄g [MASK] a· baꝛant,	kėʒèhetec== ==m̄g mu̇nèkō̗c a· baꝛant,
⁊ kic elo̗l_mulnac== ==vala,	⁊ kic elo̗l_mulnac== ==vala,
kyk kezdettewl wan-@@nak [MASK] prophetaͣynak.	kyk kezdettewl wan-@@nak ew prophetaͣynak.
⁊ ńoitʼa vala o̗_nèkic.	⁊ ńoitʼa vala o̗_nèkic.
es az v̇ kińńat,	es az v̇ kińńat,
es cristusual fel_tamad,	es cristusual fel_tamad,
Es ezeket monduan bodog [MASK] legottan meg_fegye magat,	Es ezeket monduan bodog ferencz legottan meg_fegye magat,
annac adatic ⁊ bo̗uo̗ltètic.	annac adatic ⁊ bo̗uo̗ltètic.
[MASK] nē - io̗ttèm hiunom igaʒ́acat,	meꝛt nē - io̗ttèm hiunom igaʒ́acat,
ted èʒ́t,	ted èʒ́t,
Es feleluē monda o̗nèki:	Es feleluē monda o̗nèki:
hog mendèn,	hog mendèn,
mikent o̗ vꝛa.	mikent o̗ vꝛa.
hanem en.	hanem en.
es engedÿ,	es engedÿ,
[MASK] fferencz lakozyk uala zent marianal de angelis.	zent fferencz lakozyk uala zent marianal de angelis.
Es [MASK] īmaꝛ nē mondatnac ketto̗nᶜ,	Es ug īmaꝛ nē mondatnac ketto̗nᶜ,
az vr_isten ki [MASK] lacozic,	az vr_isten ki magassagba lacozic,
Isten ký hýweknek zywe-@@ýth | zenth lelkeknek wyla-@@gosyhthasaͣwal megh_thanýh-@@thaͣd [MASK]	Isten ký hýweknek zywe-@@ýth | zenth lelkeknek wyla-@@gosyhthasaͣwal megh_thanýh-@@thaͣd,
mèꝛt ꝓphā,	mèꝛt ꝓphā,
vǵ mond zent agoston [MASK],	vǵ mond zent agoston doctor,
Es [MASK] megèſmèꝛtè volna a· centuꝛiotol,	Es micor megèſmèꝛtè volna a· centuꝛiotol,
Ne== ==akaꝛiatoc itėlnetec,	Ne== ==akaꝛiatoc itėlnetec,
az o̗rdo̗go̗t bino̗s embo̗rnec [MASK] ki_v̇zi,	az o̗rdo̗go̗t bino̗s embo̗rnec ziuebo̗l ki_v̇zi,
⁊ tèkentuē a· kopoꝛſoba [MASK] lata kèt angalt albacban v̇luē, eggic feienèl [MASK] maſic labanal,	⁊ tèkentuē a· kopoꝛſoba / lata kèt angalt albacban v̇luē, eggic feienèl ⁊ maſic labanal,
ees meg'_marad rekezthweͤn,	ees meg'_marad rekezthweͤn,
Eyeken fel_emelýethek kezetheketh zenthseegre,	Eyeken fel_emelýethek kezetheketh zenthseegre,
Capitulum.	Capitulum.
alſagot ne teg,	alſagot ne teg,
De frater masseus mÿkort meg_mondotta== ==ualna frater yllesnek [MASK]	De frater masseus mÿkort meg_mondotta== ==ualna frater yllesnek,
ki vagō meńńecben,	ki vagō meńńecben,
A ʒ́olgac ke· mondanac nèki [MASK]	A ʒ́olgac ke· mondanac nèki:
Tu̇_ko̗ʒo̗ttètec ke· nīč vgā,	Tu̇_ko̗ʒo̗ttètec ke· nīč vgā,
[MASK] megfèńeituē o̗tèt, monda:	Es megfèńeituē o̗tèt, monda:
Maꝛia iob reʒ́t [MASK] ō̗_maganac,	Maꝛia iob reʒ́t valaʒ́tot ō̗_maganac,
Az ember el_menuen egÿ [MASK] nemÿ frater parastol kezebe vewue az penzt,	Az ember el_menuen egÿ (parazt) nemÿ frater parastol kezebe vewue az penzt,
ees aldýaatok megh wrath.	ees aldýaatok megh wrath.
ſènki io,	ſènki io,
ez ÿllÿenek,	ez ÿllÿenek,
ot [MASK] ſiralm ⁊ fogacnac čikoꝛgataſa,	ot lėʒ́èn ſiralm ⁊ fogacnac čikoꝛgataſa,
mÿkor adatÿk embernek az malazt[nak] elegkeppen [MASK]	mÿkor adatÿk embernek az malazt[nak] elegkeppen,
Es feńeite [MASK] iᶜ mōduā:	Es feńeite o̗kèt iᶜ mōduā:
mikent a· ʒ́o̗lo̗_vèʒ́ʒo̗ [MASK] gimo̗lčo̗ʒhèt o̗no̗n_to̗llo̗,	mikent a· ʒ́o̗lo̗_vèʒ́ʒo̗ nē gimo̗lčo̗ʒhèt o̗no̗n_to̗llo̗,
Es paranczola tarsynak,	Es paranczola tarsynak,
meꝛt meg nē io̗t== ==uala== ==èl o̗ [MASK].	meꝛt meg nē io̗t== ==uala== ==èl o̗ idèie.
Es lewlte uolna ewuet zentnek [MASK] meg_feytett== ==leni,	Es lewlte uolna ewuet zentnek ewuetewl meg_feytett== ==leni,
Hýt-@@tem [MASK] ýfýwsaagnak eͤkes thewelgený,	Hýt-@@tem hogy̋ ýfýwsaagnak eͤkes thewelgený,
[MASK] mind fo̗ldo̗n meńńo̗n čac az zent bekeseg maranǵon meg.	hoǵ mind fo̗ldo̗n meńńo̗n čac az zent bekeseg maranǵon meg.
Azert ez elʼeten martirumsagot meg_valhattʼa mindo̗n embo̗r ez may ido̗be [MASK],	Azert ez elʼeten martirumsagot meg_valhattʼa mindo̗n embo̗r ez may ido̗be es,
Ime, mu̇ meg_hattonc mēdenekèt [MASK]	Ime, mu̇ meg_hattonc mēdenekèt,
kÿk az felben czordaual vÿgyaznak [MASK] Cristusnak gÿczeretÿre.	kÿk az felben czordaual vÿgyaznak uala Cristusnak gÿczeretÿre.
[MASK] ke· iᶜ aʒochoʒ mōda:	Meǵſoꝛdoluā ke· iᶜ aʒochoʒ mōda:
auaǵ Kedeg annal iobbat [MASK],	auaǵ Kedeg annal iobbat ad,
Antifana	Antifana
[MASK] mutattÿa uala bodog ferencznek,	Mendenek mutattÿa uala bodog ferencznek,
auag ki ʒ́olgal,	auag ki ʒ́olgal,
gondolkodwm <wala> the_benned,	gondolkodwm <wala> the_benned,
ýmagý mý_erthewnk,	ýmagý mý_erthewnk,
FOgady yge-@@eth zýz maría,	FOgady yge-@@eth zýz maría,
te [MASK] itelo̗_bironac eleibe nem zeǵo̗nlo̗d be_mento̗det,	te az itelo̗_bironac eleibe nem zeǵo̗nlo̗d be_mento̗det,
Kèꝛdlèc èn [MASK] tu̇to̗kèt èʒ iǵėꝛo̗l,	Kèꝛdlèc èn es tu̇to̗kèt èʒ iǵėꝛo̗l,
Jollehet ezo̗ket to̗keleto̗sseggel senkinec az vr_isten meg nem atta [MASK].	Jollehet ezo̗ket to̗keleto̗sseggel senkinec az vr_isten meg nem atta o̗smerni.
hog meǵʒ́oꝛeitʼa ō̗maǵat,	hog meǵʒ́oꝛeitʼa ō̗maǵat,
es azonkeppen a== [MASK] es elueuen.	es azonkeppen a== ==kenerben es elueuen.
kiknec [MASK] ez to̗mlo̗czbo̗l ki_veteto̗l,	kiknec vtanna ez to̗mlo̗czbo̗l ki_veteto̗l,
[MASK] micor è ʒ́o lènne,	⁊ micor è ʒ́o lènne,
⁊ io̗ẏo̗n tu̇_ko̗ʒitecbè [MASK] hiꝛtèlen nap.	⁊ io̗ẏo̗n tu̇_ko̗ʒitecbè a· hiꝛtèlen nap.
holoth vǵ [MASK] az imadsagba,	holoth vǵ mondaz az imadsagba,
hog bo̗lčèn ſelèlt== ==uolna,	hog bo̗lčèn ſelèlt== ==uolna,
⁊ mego̗lètni,	⁊ mego̗lètni,
Auag [MASK] mētètec== ==ki latnotoc?	Auag mit mētètec== ==ki latnotoc?
⁊ valamèlʼ haʒba bèmenèndetec,	⁊ valamèlʼ haʒba bèmenèndetec,
ne kėſeꝛčèd te [MASK], iſtènedet!	ne kėſeꝛčèd te vꝛadat, iſtènedet!
rezzeztuen ÿmadasra.	rezzeztuen ÿmadasra.
de addeg sohha nem.	de addeg sohha nem.
Biʒon mōdom tu̇nèctec:	Biʒon mōdom tu̇nèctec:
ky vala zent_leleknek tÿtkosa,	ky vala zent_leleknek tÿtkosa,
hogÿ aldassek neked en [MASK],	hogÿ aldassek neked en lelkem,
Biʒoń valo, vꝛam,	Biʒoń valo, vꝛam,
Isten [MASK] segedseͤgemre ýgýe-@@kezyeͤl Wram,	Isten een segedseͤgemre ýgýe-@@kezyeͤl Wram,
Meelseͤgbewl the_hozýaͣd ywelteek.	Meelseͤgbewl the_hozýaͣd ywelteek.
⁊ aʒeꝛt [MASK] è ioʒ́agoc o̗bènne,	⁊ aʒeꝛt mu̇uèlkėdtètnèc è ioʒ́agoc o̗bènne,
Es nemÿkoron baratoktol | es [MASK] esmeretlenewltetyk,	Es nemÿkoron baratoktol | es emberektewl esmeretlenewltetyk,
[MASK] zent fferenc meg_esmeruen monda:	kytt zent fferenc meg_esmeruen monda:
⁊ leltec nugolmat tu̇ [MASK],	⁊ leltec nugolmat tu̇ lelketecnᶜ,
Ne-@@peknek eletthe ký_ýelenthe ew ygassaagat [MASK] Az ew ydwezý-@@thewyeth.	Ne-@@peknek eletthe ký_ýelenthe ew ygassaagat, Az ew ydwezý-@@thewyeth.
hogÿ vala neky ystennek baratÿa [MASK]	hogÿ vala neky ystennek baratÿa,
Eſmeǵ aʒeꝛt m̄ǵ_taǵada Peteꝛ,	Eſmeǵ aʒeꝛt m̄ǵ_taǵada Peteꝛ,
De az mÿnister es egÿeb [MASK] legottan meg_esmerek ewtett,	De az mÿnister es egÿeb baratok legottan meg_esmerek ewtett,
ėʒ́nᶜ vala,	ėʒ́nᶜ vala,
kit mindo̗n embo̗r meg_valhat,	kit mindo̗n embo̗r meg_valhat,
merth een eerdemlet-@@tem.	merth een eerdemlet-@@tem.
es ÿmaran tewte uala [MASK] zerzest,	es ÿmaran tewte uala az zerzest,
o [MASK] keǵo̗tlenseg o ireǵsegnec es ǵu̇lo̗segnec keǵo̗tlen čimotaia o atkozot halalos poclossag.	o pocolbeli keǵo̗tlenseg o ireǵsegnec es ǵu̇lo̗segnec keǵo̗tlen čimotaia o atkozot halalos poclossag.
[MASK] athyaͣ-@@nak ees fywnak ees zenth_leeleknek.	Dychewseegh athyaͣ-@@nak ees fywnak ees zenth_leeleknek.
melʼlec lėʒ́nᶜ vala,	melʼlec lėʒ́nᶜ vala,
hoʒia_vepec hat== ==mègo̗l,	hoʒia_vepec hat== ==mègo̗l,
Te es aʒoc [MASK] vag.	Te es aʒoc ko̗ʒʒo̗l vag.
[MASK] iollèhèt mendèn magtol ku̇ſſèb,	ki iollèhèt mendèn magtol ku̇ſſèb,
ees ky_tyztoo-@@lok nagy weͤteͤsbewl.	ees ky_tyztoo-@@lok nagy weͤteͤsbewl.
[MASK] nagy ydeÿglen elmeyet ystenbe kewlduen,	Alla nagy ydeÿglen elmeyet ystenbe kewlduen,
Dychesegh atý-@@anak ees [MASK] ees zenth_lelek-@@nek.	Dychesegh atý-@@anak ees fynak ees zenth_lelek-@@nek.
es parančola neki,	es parančola neki,
Mert valakÿ ÿstento̗l vagÿon,	Mert valakÿ ÿstento̗l vagÿon,
meń a· tèngeꝛꝛè,	meń a· tèngeꝛꝛè,
es igo̗n meg_bozzula,	es igo̗n meg_bozzula,
[MASK] tuduan zent dauid monda:	kÿt tuduan zent dauid monda:
Es iesus cristost mend zÿuetekuel [MASK],	Es iesus cristost mend zÿuetekuel gÿczeryetek,
ký lako-@@zýk yerwsalemben,	ký lako-@@zýk yerwsalemben,
hogÿ mÿkoron tewredelmnek ydeÿe el_ÿutandana [MASK]	hogÿ mÿkoron tewredelmnek ydeÿe el_ÿutandana,
dè haggatoc monnot no̗ni aʒ aꝛataſiǵlan [MASK]	dè haggatoc monnot no̗ni aʒ aꝛataſiǵlan.
miǵ [MASK] aʒ vtban o̗uèlè,	miǵ vag aʒ vtban o̗uèlè,
⁊ micor meglelènditec,	⁊ micor meglelènditec,
Es mēden,	Es mēden,
a· legèn tu̇ ʒ́olgatoc.	a· legèn tu̇ ʒ́olgatoc.
Hala adassek ystennek.	Hala adassek ystennek.
Es èꝛèʒ́te o̗tèt Annas Caiphas pu̇ſpo̗cho̗ʒ ko̗to̗ʒuē [MASK]	Es èꝛèʒ́te o̗tèt Annas Caiphas pu̇ſpo̗cho̗ʒ ko̗to̗ʒuē.
hog a· naualʼaſocrol ʒ́oꝛgalmaʒnec,	hog a· naualʼaſocrol ʒ́oꝛgalmaʒnec,
Es kèꝛde aʒocat:	Es kèꝛde aʒocat:
[de] Neh haggÿad,	[de] Neh haggÿad,
es [MASK] ewtett alom meg ne czalna,	es hogÿ ewtett alom meg ne czalna,
Ismegh kezd== ==el ez alaayrth [MASK].	Ismegh kezd== ==el ez alaayrth Imaadsaagoth.
Mongÿad ÿmmar, attÿam,	Mongÿad ÿmmar, attÿam,
Vevd az ydwezle-@@theth [MASK] zay̋aabol,	Vevd az ydwezle-@@theth Gabríel zay̋aabol,
Nap-@@ba wete ew saatorat',	Nap-@@ba wete ew saatorat',
[MASK] o̗ kèʒei miat leʒ́nᶜ?	melʼlec o̗ kèʒei miat leʒ́nᶜ?
kinᶜ nèuè vala Ianꝰ.	kinᶜ nèuè vala Ianꝰ.
Hog_ha te [MASK] ʒėmėd meggonoʒbeitand tegedet,	Hog_ha te iog ʒėmėd meggonoʒbeitand tegedet,
mikent iꝛnan vagō iſaias ꝓphā bèʒedenᶜ ko̗ńuebèn [MASK]	mikent iꝛnan vagō iſaias ꝓphā bèʒedenᶜ ko̗ńuebèn,
Dýcherýeͤtek ewtet' dobban ees karban [MASK]	Dýcherýeͤtek ewtet' dobban ees karban,
es harmad napeg zenuedesbe bo̗yto̗lesbe sirasba es zent imadsagba magat foglala [MASK]	es harmad napeg zenuedesbe bo̗yto̗lesbe sirasba es zent imadsagba magat foglala,
meꝛt èʒ iras o̗_rolla valo [MASK],	meꝛt èʒ iras o̗_rolla valo vala,
Mōda aʒeꝛt o̗nekic:	Mōda aʒeꝛt o̗nekic:
egèbi haꝛmić nèmo̗uèt.	egèbi haꝛmić nèmo̗uèt.
Pilatꝰ ke· mond== ==uala [MASK]:	Pilatꝰ ke· mond== ==uala nèkic:
Merth vǵh mondnak zenth_ÿrasbelÿ doktorok [MASK]	Merth vǵh mondnak zenth_ÿrasbelÿ doktorok,
mert mend ez vylag [MASK] te_vtannad yewnÿe,	mert mend ez vylag lattatyk te_vtannad yewnÿe,
⁊ aʒ aito_taꝛtonac parančolt,	⁊ aʒ aito_taꝛtonac parančolt,
es ezo̗ket ez [MASK] meg_monduan elo̗le el_eńezec,	es ezo̗ket ez o̗rdo̗g meg_monduan elo̗le el_eńezec,
kee-@@rewnk,	kee-@@rewnk,
Auagÿ mÿkent tyztasagos Siluester,	Auagÿ mÿkent tyztasagos Siluester,
ʒ́èrètne.	ʒ́èrètne.
meghiꝛdeti[c] tu̇nèctec.	meghiꝛdeti[c] tu̇nèctec.
az anǵaloc es [MASK] naǵ vigasaggal eleibe iarulnac,	az anǵaloc es archanǵaloc naǵ vigasaggal eleibe iarulnac,
meg_to̗ꝛo̗m èn ču̇ꝛo̗mèt,	meg_to̗ꝛo̗m èn ču̇ꝛo̗mèt,
Amen	Amen
Ʒebedeuſnac Iacabat ⁊ [MASK], Jacabnac atʼtʼa_fiat [MASK] ⁊ vete o̗_reiaioc nèueket / boaneꝛges,	Ʒebedeuſnac Iacabat ⁊ Ianoſt, Jacabnac atʼtʼa_fiat / ⁊ vete o̗_reiaioc nèueket / boaneꝛges,
valʼlʼa aʒ o̗ꝛo̗c ėlètet,	valʼlʼa aʒ o̗ꝛo̗c ėlètet,
kÿk [MASK] elo̗tteh fekeznek vala ez fo̗ldÿ bÿrak elo̗th kÿnokkal kÿnzattat-@@van.	kÿk ennek elo̗tteh fekeznek vala ez fo̗ldÿ bÿrak elo̗th kÿnokkal kÿnzattat-@@van.
⁊ [MASK] o̗_bèlo̗llo̗ telʼlʼes gimo̗lčo̗t hoʒand,	⁊ mikoꝛ o̗_bèlo̗llo̗ telʼlʼes gimo̗lčo̗t hoʒand,
mÿth olwazh az soltarban?	mÿth olwazh az soltarban?
engedelmnek [MASK] ==nel_kewl .| zeretewymtewl el_hagyatam,	engedelmnek tewruenye== ==nel_kewl .| zeretewymtewl el_hagyatam,
⁊ èn te_hoʒiad io̗uo̗c.	⁊ èn te_hoʒiad io̗uo̗c.
melÿet vallonk.	melÿet vallonk.
Iob [MASK] eg ʒ́emed valuan bèmēned aʒ o̗ꝛo̗c eletbè,	Iob tenèked eg ʒ́emed valuan bèmēned aʒ o̗ꝛo̗c eletbè,
Azert elso̗ [MASK] az naǵ zentsegnec fel_vetelere az naǵ haborusagnac zenuedese,	Azert elso̗ ieǵe az naǵ zentsegnec fel_vetelere az naǵ haborusagnac zenuedese,
Azon_kezbe ez mondot {con}uentnek [MASK] gÿlekezenek ez fekewhewz, mÿkeppen meg meg_holthoz,	Azon_kezbe ez mondot {con}uentnek fraterÿ gÿlekezenek ez fekewhewz, mÿkeppen meg meg_holthoz,
nem [MASK] moẏſes tu̇nèctec kėnèꝛèt meńbo̗l,	nem adot moẏſes tu̇nèctec kėnèꝛèt meńbo̗l,
ees ký-@@chyn theyeel thartatheek,	ees ký-@@chyn theyeel thartatheek,
kiro̗l monga?	kiro̗l monga?
Es az mennÿeÿ es ystenÿ frater [MASK],	Es az mennÿeÿ es ystenÿ frater egÿed,
ki meǵholt== ==uala:	ki meǵholt== ==uala:
[MASK] ènnèkem aʒocban kel lennē,	meꝛt ènnèkem aʒocban kel lennē,
hoǵ mindo̗n feriet halua lelic vala [MASK].	hoǵ mindo̗n feriet halua lelic vala mellette.
Vygasaͣgos dýcheretheth mondyonk wrnak.	Vygasaͣgos dýcheretheth mondyonk wrnak.
kic ug mōdnac,	kic ug mōdnac,
es igo̗n ǵu̇lo̗li.	es igo̗n ǵu̇lo̗li.
Es ottan zent penetenczeben es yozagos nÿaÿassagban ew napit meg_vegezuen [MASK]	Es ottan zent penetenczeben es yozagos nÿaÿassagban ew napit meg_vegezuen,
Zeenan fekenný zenwede,	Zeenan fekenný zenwede,
vepenᶜ [MASK] titkon o̗ taneituańi monduan:	vepenᶜ o̗_hoʒia titkon o̗ taneituańi monduan:
mennyewnk el vr_ystennek neuebe.	mennyewnk el vr_ystennek neuebe.
kelʼ fel,	kelʼ fel,
aḡ houa megec.	aḡ houa megec.
Vduo̗ʒehèd tēmagadat,	Vduo̗ʒehèd tēmagadat,
Meꝛt tamad nēʒèt [MASK] èllèn,	Meꝛt tamad nēʒèt nėʒèt èllèn,
legottan halalanac ideien fel_vitetic meń_orzagba [MASK]	legottan halalanac ideien fel_vitetic meń_orzagba.
mikeppèn mondot== ==uala o̗nèkic,	mikeppèn mondot== ==uala o̗nèkic,
azt az zent apostoloknak zent_lelek ÿhlÿ [MASK].	azt az zent apostoloknak zent_lelek ÿhlÿ vala.
kic èʒekèt hallʼac== ==uala:	kic èʒekèt hallʼac== ==uala:
hog [MASK] o̗tèt a· tèngeꝛen iaꝛatta,	hog latac o̗tèt a· tèngeꝛen iaꝛatta,
[MASK] orzaga belo̗l benneto̗k vaǵon.	Istennec orzaga belo̗l benneto̗k vaǵon.
ſoc gimo̗lčo̗t tèꝛemt.	ſoc gimo̗lčo̗t tèꝛemt.
==es: kezek [MASK] te_ueled halalrah mennẃnk,	==es: kezek vagÿunk te_ueled halalrah mennẃnk,
Iaẏ tu̇nèctec, vakocnac [MASK],	Iaẏ tu̇nèctec, vakocnac vèʒèꝛi,
a· legèn tu̇ ʒ́olgatoc,	a· legèn tu̇ ʒ́olgatoc,
hoǵ ha vr_isten lelt [MASK] az o̗th keralʼi varasogba tiz igaz embo̗rt,	hoǵ ha vr_isten lelt volna az o̗th keralʼi varasogba tiz igaz embo̗rt,
Teged ev-@@rek [MASK] mýnden feld týz-@@thel,	Teged ev-@@rek atýat mýnden feld týz-@@thel,
Mōda o̗nèkic iᶜ:	Mōda o̗nèkic iᶜ:
borotua_kerekreh veteek.	borotua_kerekreh veteek.
keeth Idwezlegý maríat' mongy.	keeth Idwezlegý maríat' mongy.
hog egginc te iog felo̗lled [MASK]	hog egginc te iog felo̗lled,
Bè_menè ke· a· kiꝛalʼ,	Bè_menè ke· a· kiꝛalʼ,
hoǵ en magamat hattam en zereto̗imnec zertelen fogdosnia es [MASK].	hoǵ en magamat hattam en zereto̗imnec zertelen fogdosnia es zorongatnia.
hog [MASK] adatnā a· ſidocnac.	hog ne adatnā a· ſidocnac.
⁊ vepenᶜ o̗_hoʒia o̗ [MASK] monduan:	⁊ vepenᶜ o̗_hoʒia o̗ taneituańi monduan:
A [MASK] honapbā ke· èꝛèʒ́tetec gabꝛiel angal iſtènto̗l galileanac varoſaba,	A hatod honapbā ke· èꝛèʒ́tetec gabꝛiel angal iſtènto̗l galileanac varoſaba,
ees aaldom | [MASK] zaadath, ees the bewlcheseeges nýelwedet',	ees aaldom | the zaadath, ees the bewlcheseeges nýelwedet',
ha neked es tarsidnak kell az [MASK],	ha neked es tarsidnak kell az hegÿ,
Aldasth mondýonk wr-@@nak.	Aldasth mondýonk wr-@@nak.
[MASK] mēd o̗ iauin ʒ́èʒ̉i o̗tet.	meꝛt mēd o̗ iauin ʒ́èʒ̉i o̗tet.
ees erwendýen [MASK] ·Γ Vrnak zy-@@ne elewt,	ees erwendýen fewld ·Γ Vrnak zy-@@ne elewt,
Es honnat te ze(n)gen es emberke haburultatol [MASK]	Es honnat te ze(n)gen es emberke haburultatol,
Ha valakinᶜ atʼtʼafia meǵhaland,	Ha valakinᶜ atʼtʼafia meǵhaland,
⁊ be_menuen monda o̗_nèkic:	⁊ be_menuen monda o̗_nèkic:
Alleluýa.	Alleluýa.
⁊ o̗k vo̗ttėc.	⁊ o̗k vo̗ttėc.
Es [MASK] yogyat ew feyere,	Es vetee yogyat ew feyere,
Aʒeꝛt mit mōdnac a· leualtac [MASK] aʒ iraſtudoc,	Aʒeꝛt mit mōdnac a· leualtac ⁊ aʒ iraſtudoc,
es riuiden monduan [MASK] v̇tet vroknac eleibe,	es riuiden monduan viuec v̇tet vroknac eleibe,
tehat tekinčo̗n es iol nezo̗n ez harmadic [MASK] tudnia_miert az io̗uendo̗ o̗ro̗k zeǵo̗nsegre.	tehat tekinčo̗n es iol nezo̗n ez harmadic tiko̗rbe tudnia_miert az io̗uendo̗ o̗ro̗k zeǵo̗nsegre.
lèlkèteket [MASK] nē o̗lhètic== ==m̄g,	lèlkèteket ke· nē o̗lhètic== ==m̄g,
⁊ hiue.	⁊ hiue.
TEe_benned remeͤnlek-@@nek oͦtalma ysten,	TEe_benned remeͤnlek-@@nek oͦtalma ysten,
⁊ eggèſo̗l o̗ fèlèſeǵuèl.	⁊ eggèſo̗l o̗ fèlèſeǵuèl.
Iaẏ tunèctec iraſtudoc ⁊ leualtac, kėpmutaloc [MASK]	Iaẏ tunèctec iraſtudoc ⁊ leualtac, kėpmutaloc,
ki vadol tu̇to̗kèt,	ki vadol tu̇to̗kèt,
mendenestewl== ==foguan tegedet meg_ewl.	mendenestewl== ==foguan tegedet meg_ewl.
Meń èl,	Meń èl,
hog o̗ volna xpc̄.	hog o̗ volna xpc̄.
Imee melý yo ees melý gyenerew [MASK] athýafýak-@@-nak egybe lakoznyok Mý-@@kent keneth feeben,	Imee melý yo ees melý gyenerew: athýafýak-@@-nak egybe lakoznyok Mý-@@kent keneth feeben,
es az etel [MASK] neki semmit nem haznal.	es az etel ital neki semmit nem haznal.
Es kyk gonozol mondandnak [MASK],	Es kyk gonozol mondandnak te_neked,
⁊ meǵkènète iᶜnac labait,	⁊ meǵkènète iᶜnac labait,
⁊ kèꝛdec o̗tèt mōduan:	⁊ kèꝛdec o̗tèt mōduan:
wýgadnak ew [MASK] Istennek erwendesy̋ ew geͤgeͤýekben, ees keeth_elew therek ew kezekben.	wýgadnak ew haylokok-@@ban Istennek erwendesy̋ ew geͤgeͤýekben, ees keeth_elew therek ew kezekben.
ha io̗ ilʼlʼes o̗tèt [MASK].	ha io̗ ilʼlʼes o̗tèt megʒ́abadeitani.
