masked	src
hoǵ nÿnćzenek nagÿobbak[_]az apostoloknal w[_]laztasnak okossa-@@g[_]ual.	hoǵ nÿnćzenek nagÿobbak az apostoloknal walaztasnak okossa-@@gaual.
Es ez beze[_]ekre fel_kele a[_] gyermek,	Es ez bezedekre fel_kele az gyermek,
Amen	Amen
mÿk[_]ppen volna ez vÿlagh,	mÿkeppen volna ez vÿlagh,
mint az igaz ǵonas[_]	mint az igaz ǵonas,
mikent muſta[_]mag,	mikent muſtarmag,
⁊ nē hadna megaſni o̗ [_]aʒat.	⁊ nē hadna megaſni o̗ haʒat.
Z[_]lethwen laatok angýa[_]oknak karaa-@@ban ýdwezyhthew wr[_]th.	Zylethwen laatok angýaloknak karaa-@@ban ýdwezyhthew wrath.
ki[_]atʼatol ʒ́aꝛmaʒic,	ki atʼatol ʒ́aꝛmaʒic,
Az apostolok ÿllÿen alazatosok nem v[_]l[_]nak,	Az apostolok ÿllÿen alazatosok nem valanak,
Draga az le[_]ek,	Draga az lelek,
Boꝛt n[_] valnac.	Boꝛt nē valnac.
leͤh[_]l-@@wen elewl_wegy̋ed,	leͤhel-@@wen elewl_wegy̋ed,
Es ug.	Es ug.
ÿer[_]salemnek varosanak ko̗fa[_]anak tÿz[_]n_ket fundamētoma vagÿon,	ÿerusalemnek varosanak ko̗falanak tÿzen_ket fundamētoma vagÿon,
mi_è[_]o̗t legē,	mi_èlo̗t legē,
Fè[_]èluē kè· aʒ angal monda a·[_]nēbeꝛiècnᶜ:	Fèlèluē kè· aʒ angal monda a· nēbeꝛiècnᶜ:
Fogatta iſꝛ̄lt, o̗ gè[_]meket,	Fogatta iſꝛ̄lt, o̗ gèꝛmeket,
Hympnus	Hympnus
mit egėte[_],	mit egėtec,
⁊ aʒ oꝛʒaǵ_bèli polgaꝛ egg[_]chèʒ eggeſo̗[_]o̗.	⁊ aʒ oꝛʒaǵ_bèli polgaꝛ eggichèʒ eggeſo̗lo̗.
[_]s be_mene vagao Judith a[_]zonhoz,	es be_mene vagao Judith azzonhoz,
Egbè_[_]iuā ke· iᶜ a·[_]tiʒenkèt aplōkat,	Egbè_hiuā ke· iᶜ a· tiʒenkèt aplōkat,
en awal mastan meg_er[_]̗m,	en awal mastan meg_ero̗m,
O̗k ke· galileaban ńaiaſkoduā mōda aʒocnac i[_][_]	O̗k ke· galileaban ńaiaſkoduā mōda aʒocnac iᶜ:
Felele Ianꝰ o̗[_]èki, mōduan:	Felele Ianꝰ o̗nèki, mōduan:
mend[_]nècto̗l nagob,	mendènècto̗l nagob,
ees aͣldot[_] the [_]eehednek gýemewlche.	ees aͣldoth the meehednek gýemewlche.
Myre hor[_]@hanaanak pogaa-[_]@nok,	Myre hor@@hanaanak pogaa-@@nok,
[_]icoꝛ megèſmèꝛtè== ==uolna,	micoꝛ megèſmèꝛtè== ==uolna,
meꝛ[_] valaki tènd[_] èn a[_]ʼānac akaꝛattat, ki vagō mēńècbèn,	meꝛt valaki tèndi èn atʼānac akaꝛattat, ki vagō mēńècbèn,
ho[_]ot vǵ mond.	holot vǵ mond.
D[_]chewseegh atyanak,	Dychewseegh atyanak,
me[_]t[_]hallottac o̗nèki è ièlènſeg tetėt.	meꝛt hallottac o̗nèki è ièlènſeg tetėt.
Es e[_] a[_] farkasert kezes lezek,	Es en az farkasert kezes lezek,
me[_]t iꝛuā vagon:	meꝛt iꝛuā vagon:
hog tudna,	hog tudna,
Fel_emelt[_]ͤk foly̋o_wy̋zek ew habokat, sok wy̋zeknek zawy[_][_]ol.	Fel_emelteͤk foly̋o_wy̋zek ew habokat, sok wy̋zeknek zawy̋tol.
Kic,	Kic,
aʒeꝛt mikėppèn allapic o[_] oꝛʒaga[_]	aʒeꝛt mikėppèn allapic o̗ oꝛʒaga?
ees enmagamba megh_[_]ara-@@gwan mo[_]dottam,	ees enmagamba megh_hara-@@gwan mondottam,
wers	wers
Sem eg hatalmat nē vallanal èn_èllèn[_][_],	Sem eg hatalmat nē vallanal èn_èllènem,
ee[_] angýalok enekelnek yst[_]nnek,	ees angýalok enekelnek ystennek,
Kėllè[_]ètes,	Kėllèmètes,
[_] iaꝛʒ́ vala,	⁊ iaꝛʒ́ vala,
ees [_]rzaghlaz, egý ysten, ewrewkke[_]l_ewrewkkee.	ees orzaghlaz, egý ysten, ewrewkkewl_ewrewkkee.
[_]eꝛt mendenekèt l[_]ttac== ==uolna,	meꝛt mendenekèt lattac== ==uolna,
es ollÿanok [_]em leztek,	es ollÿanok nem leztek,
Eregèl in[_]èn,	Eregèl innèn,
y[_]e èlmegec,	yme èlmegec,
Tahat meǵhaꝛa[_]uā a· haʒi_atʼa mōd[_] o̗ ʒ́olgaianac:	Tahat meǵhaꝛaǵuā a· haʒi_atʼa mōda o̗ ʒ́olgaianac:
dè meꝛt[_]è uilaǵbol nē vattoc,	dè meꝛt è uilaǵbol nē vattoc,
A-@@men	A-@@men
De [_]z zemermetlen zem[_]w el_ky_menyen en== ==hazamba[_]ol,	De ez zemermetlen zemew el_ky_menyen en== ==hazambalol,
Es frater ÿlyesnec[_]feleleset.	Es frater ÿlyesnec feleleset.
haneha vÿ[_]ÿmath az zegeknek helÿeÿbe[_] boćhatom,	haneha vÿaÿmath az zegeknek helÿeÿbeh boćhatom,
ki èlteuè[_]èdèt== ==uala.	ki èlteuèhèdèt== ==uala.
Dýchewseg[_] aty-@@anak ee[_] fywnak ees zent_leel[_]knek.	Dýchewsegh aty-@@anak ees fywnak ees zent_leeleknek.
myt hatha[_]nek adnÿa.	myt hathatnek adnÿa.
⁊ v̇luē o̗[_]iʒic=[_] ==uala o̗tèt.	⁊ v̇luē o̗ꝛiʒic== ==uala o̗tèt.
Mikoꝛ kè· èʒekèt b[_]ʒ́ellènec,	Mikoꝛ kè· èʒekèt bèʒ́ellènec,
nē èꝛtitec[_] è?	nē èꝛtitec_ è?
monda:	monda:
Ma èn lelkem meǵha[_]oꝛodot.	Ma èn lelkem meǵhaboꝛodot.
⁊ meńńè[_] repèſo̗cnᶜ fėʒkec,	⁊ meńńèi repèſo̗cnᶜ fėʒkec,
sem valamelyet egyebet[_],	sem valamelyet egyebett,
d[_][_]èʒekèt bèʒ́ellettèm tu̇nèctec,	dè èʒekèt bèʒ́ellettèm tu̇nèctec,
kik [_]̇_hoz'a hasohloc.	kik v̇_hoz'a hasohloc.
Es n[_]m tudom,	Es nem tudom,
⁊ le_èituen a· fo̗ldꝛè, hompolʼg==[_]==uala taitek[_]ʒuā[_]	⁊ le_èituen a· fo̗ldꝛè, hompolʼg== ==uala taitekoʒuā.
tu̇ ke· nē i[_],	tu̇ ke· nē ig,
⁊ monda:	⁊ monda:
Me[_]ńètec aʒeꝛt,	Meńńètec aʒeꝛt,
az imatk[_]zoknac zen[_] sego̗delm,	az imatkozoknac zent sego̗delm,
te h [_]hsegednek gyewlhewzsegeer[_] tewted.	te h ehsegednek gyewlhewzsegeert tewted.
[_]i v· iſtène.	ki v· iſtène.
psalmus	psalmus
[_]e engemet ÿsten zoltata ew akarratia | sce[_]erent,	De engemet ÿsten zoltata ew akarratia | scererent,
Re[_]ponsorium	Responsorium
egbè_go̗itenᶜ mēdènè[_]èt,	egbè_go̗itenᶜ mēdènèkèt,
es ki [_]nnel naǵob,	es ki ennel naǵob,
valamelʼlʼ[_]ket imad[_]oʒuan keꝛtec,	valamelʼlʼeket imadkoʒuan keꝛtec,
d[_] kèuèſec valaʒtottac.	de kèuèſec valaʒtottac.
Ju̇nec es menn[_]c az c[_]rhozottac[_]ra o̗rdo̗go̗knec naǵ zo̗rńu̇sege.	Ju̇nec es mennec az carhozottaccra o̗rdo̗go̗knec naǵ zo̗rńu̇sege.
es iobbat nem[_]haǵot,	es iobbat nem haǵot,
[_] a· monda -:	⁊ a· monda -:
nem hiue,	nem hiue,
yollehett gy[_]korta tewle gyewtrettettne[_].	yollehett gyakorta tewle gyewtrettettnek.
dýchewseeg-[_]@-gel |[_]ees thyztesseͤggel coro-@@nazaad ewte[_]',	dýchewseeg-@@-gel | ees thyztesseͤggel coro-@@nazaad ewtet',
⁊ imadac o̗tèt mōdu[_]n:	⁊ imadac o̗tèt mōduan:
Kit legottan iᶜ o̗ ſ[_]ent [_]́èllete miat megèſmèꝛuē,	Kit legottan iᶜ o̗ ſcent ʒ́èllete miat megèſmèꝛuē,
hog latuā laſſa[_]ac,	hog latuā laſſanac,
ki xpus mellet fu̇g[_]e,	ki xpus mellet fu̇gge,
Mind_ezo̗kro[_]l ohaytast tezo̗n [_]z zent doctor,	Mind_ezo̗kro̗l ohaytast tezo̗n ez zent doctor,
m̄gta[_]agga o̗ magat,	m̄gtagagga o̗ magat,
melʼ tied,	melʼ tied,
⁊ èlmegèn,	⁊ èlmegèn,
megbočattatnac o̗nèkic[_]	megbočattatnac o̗nèkic,
es be_menue[_] lata v̇ hazassa[_]anac [_]ǵa[_] naǵ eko̗ssego̗s zepseggel meg_veragozuan,	es be_menuen lata v̇ hazassaganac aǵat naǵ eko̗ssego̗s zepseggel meg_veragozuan,
h[_] aʒocat iſtenecnᶜ mōga,	ha aʒocat iſtenecnᶜ mōga,
⁊ ʒu̇l,	⁊ ʒu̇l,
Es kińoituan iᶜ o̗ k[_]ʒet,	Es kińoituan iᶜ o̗ kèʒet,
Es aʒoc hoʒac o̗_[_]èki.	Es aʒoc hoʒac o̗_nèki.
IEleneek [_]egyelmes-@@seege ees · embers[_]e-@@ge mý y[_]we[_]yhtenknek ystennek,	IEleneek kegyelmes-@@seege ees · embersee-@@ge mý ydwezyhtenknek ystennek,
meꝛt io̗t Ian[_]s b[_]ptiſta nē ėuėn keńèꝛèt ⁊ nē iu[_] boꝛt,	meꝛt io̗t Ianos baptiſta nē ėuėn keńèꝛèt ⁊ nē iuā boꝛt,
kic ko̗uuè[_]tec== [_]=uala o̗tèt galileabo[_] o̗_nèki ʒ́olgaluā,	kic ko̗uuèttec== ==uala o̗tèt galileabol o̗_nèki ʒ́olgaluā,
es ewtet n[_]m ÿlletthetne,	es ewtet nem ÿlletthetne,
mikent èn [_]kaꝛom,	mikent èn akaꝛom,
Amaz kylencz h[_][_]ap el_mwlwan zýlth,	Amaz kylencz honap el_mwlwan zýlth,
Eʒ ido̗nᶜ ke· ièl[_]nſėǵė[_] nē tudhatʼtʼatoc.	Eʒ ido̗nᶜ ke· ièlènſėǵėt nē tudhatʼtʼatoc.
Ki ki_ment [_][_]o̗ʒ́èꝛ reǵǵèl fogadni mu̇uèſek[_]t o̗ ʒo̗leiebè.	Ki ki_ment èlo̗ʒ́èꝛ reǵǵèl fogadni mu̇uèſekèt o̗ ʒo̗leiebè.
[_]thyanak ees f[_]wnak ees zenth_leeleknek.	Athyanak ees fywnak ees zenth_leeleknek.
ki vaǵon ke[_]eztʼensegbe,	ki vaǵon kereztʼensegbe,
ky v[_]lt tyztesseguel es kegÿelmesse[_]uel ekes[_]wltetet,	ky volt tyztesseguel es kegÿelmesseguel ekesewltetet,
Ig[_]n[_]Es tu̇ micor latangatoc èʒekèt lennièc,	Igen Es tu̇ micor latangatoc èʒekèt lennièc,
Ihc̄ ke· inkab ſem[_]it ſē fèl[_]lè,	Ihc̄ ke· inkab ſemmit ſē fèlèlè,
felko̗lt[_]halottaibol,	felko̗lt halottaibol,
mikor bèʒ́el h[_]ʒuǵſaǵot,	mikor bèʒ́el haʒuǵſaǵot,
es iob[_]ac aleyt ziue[_]ec telʼes to̗keleto̗ssegeuel,	es iobnac aleyt ziuenec telʼes to̗keleto̗ssegeuel,
vigėtèc ki èʒekèt ī[_]èn,	vigėtèc ki èʒekèt īnèn,
Azkeppen fer[_]ncnek sentseges ta[_]si az_[_]nna sentsegnek voltanak[_]emberÿ,	Azkeppen ferencnek sentseges tarsi az_anna sentsegnek voltanak emberÿ,
[_]è mikeppèn taneit[_]t èngemèt atʼa,	dè mikeppèn taneitot èngemèt atʼa,
Mikor ke· meg mèʒ́ʒ́è volna[_]	Mikor ke· meg mèʒ́ʒ́è volna,
kyk leznek byzon barato[_] es regulanak byzon[_]tart[_]ÿ,	kyk leznek byzon baratok es regulanak byzon tartoÿ,
ebbo̗l a[_] peldaztatic,	ebbo̗l az peldaztatic,
⁊ aʒ ido̗to̗l== [_]=foguan [_]ėue a· taneituań aʒ́t o̗[_]eie.	⁊ aʒ ido̗to̗l== ==foguan vėue a· taneituań aʒ́t o̗ueie.
mind_addeg[_]el_eneztic,	mind_addeg el_eneztic,
kyke[_] valaztandok.	kyket valaztandok.
Tuduā ke· [_]ᶜ monda o̗nèkic:	Tuduā ke· iᶜ monda o̗nèkic:
kinᶜ ellenè mondat[_]c,	kinᶜ ellenè mondatic,
bino̗knec kezdet[_],	bino̗knec kezdeti,
⁊ kèʒdec vduo̗[_]leni o̗tèt:	⁊ kèʒdec vduo̗ʒleni o̗tèt:
e[_] caialta Judith az ku̇_fal[_]n alloknac monda.	es caialta Judith az ku̇_falon alloknac monda.
Ezt mon-@@duan el_h[_]gÿtta az kor[_]nath,	Ezt mon-@@duan el_hagÿtta az koronath,
hol nē vètt[_]l,	hol nē vèttel,
Es mico[_] mēdenec latnac,	Es micor mēdenec latnac,
mÿkoron valamely e[_]ÿhazat [_]e{m} lewl uala ol[_] tÿztan,	mÿkoron valamely egÿhazat ne{m} lewl uala oly tÿztan,
E[_] aʒoc ki_mènuē èlfuta[_]ac a· kopoꝛſotol,	Es aʒoc ki_mènuē èlfutanac a· kopoꝛſotol,
io̗uo̗ neminèō̗ kaʒdag èmbeꝛ aꝛom[_]tiabol, Ioſe[_]h [_]èuo̗,	io̗uo̗ neminèō̗ kaʒdag èmbeꝛ aꝛomatiabol, Ioſeph nèuo̗,
De frat{er} rufen[_]felele frat{e[_]} masseusnak:	De frat{er} rufen felele frat{er} masseusnak:
Eǵebkeppen a[_] meg_valtonac tagia [_]em leheto̗nc,	Eǵebkeppen az meg_valtonac tagia nem leheto̗nc,
ees aaldom | te gyemewlchews emleý-[_]@deth, zewl[_]w_feyek[_]ewz hasonla[_]thakath, menn[_]-@@-eý yozaaghwal be_the[_]l-@@theketh,	ees aaldom | te gyemewlchews emleý-@@deth, zewlew_feyekhewz hasonlatthakath, menný-@@-eý yozaaghwal be_thewl-@@theketh,
Mas[_]dzor megh_bÿzonÿttatÿk,	Masodzor megh_bÿzonÿttatÿk,
Dychew-@@seegh atya[_]nak ees[_]fynak ees zent'_leelek[_]ek.	Dychew-@@seegh atyaͣnak ees fynak ees zent'_leeleknek.
Iaẏ[_]tu[_]nèktec iraſtudoc ⁊ leualtac, kepmutaloc,	Iaẏ tu̇nèktec iraſtudoc ⁊ leualtac, kepmutaloc,
Es feleluē iᶜ [_]ōda o̗nèki:	Es feleluē iᶜ mōda o̗nèki:
Illic_ ė čaʒaꝛnac adot adnōc[_]	Illic_ ė čaʒaꝛnac adot adnōc,
[_]ldaͣsth mo-@@ndýonk wrnak,	Aldaͣsth mo-@@ndýonk wrnak,
V[_]laki tiko̗zo̗tteto̗c[_]kis[_]eb ez naǵob meńńeknec orzagaba.	Valaki tiko̗zo̗tteto̗c kisseb ez naǵob meńńeknec orzagaba.
ki čac eg igėt ſem fèlè[_]e nèki[_]	ki čac eg igėt ſem fèlèle nèki.
dè o̗ muuèlkedetėc ʒ́eꝛent [_][_] tegetec.	dè o̗ muuèlkedetėc ʒ́eꝛent ne tegetec.
le_vetkeʒtetec o̗tèt a[_] [_]alaſtbol,	le_vetkeʒtetec o̗tèt a· palaſtbol,
En_ram ha zemedet fel[_]emeled,	En_ram ha zemedet fel_emeled,
ees alazatho-@@sokath [_]eez mennýben ees fel-@@d[_]n.	ees alazatho-@@sokath neez mennýben ees fel-@@den.
es eho̗z lato[_],	es eho̗z latot,
Ki mōda:	Ki mōda:
banatban es v[_]zelben me[_]_vegeztetnek,	banatban es vezelben meg_vegeztetnek,
a·_[_]inᶜ ninč,	a·_kinᶜ ninč,
t[_]uoʒiec èl è kèlʼeh [_]n_to̗llē,	tauoʒiec èl è kèlʼeh èn_to̗llē,
kÿben semmÿ gonoz n[_]m vala.	kÿben semmÿ gonoz nem vala.
higgètec a· vilaǵba[_]	higgètec a· vilaǵba,
Azert io̗[_]el,	Azert io̗uel,
ky menden [_]esty lelkeseknek vr[_]lkodoya,	ky menden testy lelkeseknek vralkodoya,
[_]he_hozyaad ýwel-@@tewknek yrgal[_]azy,	the_hozyaad ýwel-@@tewknek yrgalmazy,
eg[_]mbè o̗ꝛo̗lʼlʼète[_] èn_vèlem,	egèmbè o̗ꝛo̗lʼlʼètec èn_vèlem,
hog iutna i[_]hoʒ.	hog iutna iᶜhoʒ.
Amen	Amen
mong,	mong,
⁊ tudom,	⁊ tudom,
bino̗k[_]ec do̗gleto̗sseget el_t[_]uoztattʼa,	bino̗knec do̗gleto̗sseget el_tauoztattʼa,
ký myat' eerd[_]mleenk eͤletne[_] zer-@@zewyeet[_]fogadný, my v-@@ronk yesus christost' t[_] fy-@@ada[_]h,	ký myat' eerdemleenk eͤletnek zer-@@zewyeet fogadný, my v-@@ronk yesus christost' te fy-@@adath,
hog mēd_èʒec[_]io̗nᶜ è nemʒè[_]ꝛè.	hog mēd_èʒec io̗nᶜ è nemʒètꝛè.
hoǵ mi leǵo̗n az imadsag[_]	hoǵ mi leǵo̗n az imadsag.
mert [_]z elʼeten nem zinte e[_]bo̗r,	mert ez elʼeten nem zinte embo̗r,
Ihc̄, paꝛāčolo, [_]ꝛgalmaʒih mu[_]nèko̗nc!	Ihc̄, paꝛāčolo, iꝛgalmaʒih mu̇nèko̗nc!
nē mėlto [_]n_hoʒiam.	nē mėlto èn_hoʒiam.
vǵ mond,	vǵ mond,
ot lèhèl,	ot lèhèl,
a· [_]uuèlkedètec,	a· muuèlkedètec,
mico a· baꝛan aiālatic ua[_]a,	mico a· baꝛan aiālatic uala,
mert t[_]_nektek ne[_]czak ystenent,	mert tÿ_nektek nemczak ystenent,
⁊ i[_]lenſeg nē ada[_]ic nèki Hanē== ==čac Ionas ꝓphetana[_] ièlenſeǵe.	⁊ ièlenſeg nē adatic nèki Hanē== ==čac Ionas ꝓphetanac ièlenſeǵe.
es benne vele[_]o̗dic,	es benne veleko̗dic,
ne akaꝛih bu̇nho[_]nno̗d,	ne akaꝛih bu̇nho̗nno̗d,
Meń el,	Meń el,
ees hý[_]atta[_]ýk felseegesnek fýanak.	ees hýwattatýk felseegesnek fýanak.
kit nem z[_]ǵo̗nl[_]̗t istennnec elo̗tte meg_tennie,	kit nem zeǵo̗nlo̗t istennnec elo̗tte meg_tennie,
[_]ÿt tuttok tẃh zegen go[_]ombak?	Mÿt tuttok tẃh zegen gorombak?
houa[_]mennᶜ uala,	houa mennᶜ uala,
micor i[_]̗t[_]= ==uolna Iuedeabol galileaba.	micor io̗t== ==uolna Iuedeabol galileaba.
⁊ m̄gfoga[_] aʒ́t.	⁊ m̄gfogac aʒ́t.
⁊ mōda:	⁊ mōda:
byzonsa[_]os legÿ.	byzonsagos legÿ.
m[_]ne idèiglèn velec valʼl[_]ac a· vo̗legènt,	mene idèiglèn velec valʼlʼac a· vo̗legènt,
w̄	w̄
mōda a[_] ko̗ʒ́ueńeſnèc:	mōda a· ko̗ʒ́ueńeſnèc:
ky zent ym[_]dsagokual es[_]yozagokual gyakorta egye[_]ekett epeÿt,	ky zent ymadsagokual es yozagokual gyakorta egyebekett epeÿt,
ime èʒ[_]keꝛeʒ́tel,	ime èʒ keꝛeʒ́tel,
Vrland[us] new, ÿgen kaz[_]ag es [_]emes,	Vrland[us] new, ÿgen kazdag es nemes,
micoꝛ m[_]gatoc:	micoꝛ mōgatoc:
mÿnth az zenth [_]post[_]lok kÿk ÿol_leheeth haborgattat-@@n[_]nak,	mÿnth az zenth apostolok kÿk ÿol_leheeth haborgattat-@@nanak,
Es m[_]nda o̗nèki iᶜ:	Es monda o̗nèki iᶜ:
Valloc [_]enèked, meńnᶜ ⁊ f[_]̗ldnèc vꝛa,	Valloc tenèked, meńnᶜ ⁊ fo̗ldnèc vꝛa,
k· [_]· Iudaie,	k· v· Iudaie,
Immar [_]assoc,	Immar lassoc,
⁊ meg[_]legettètec.	⁊ megèlegettètec.
hogÿ ne[_] lehett uala tarsy[_]kewzt ÿlÿ aÿoÿta[_]os ydnepbe.	hogÿ nem lehett uala tarsy kewzt ÿlÿ aÿoÿtatos ydnepbe.
es legottan magat igo̗n naǵon meg[_]eko̗[_]o̗yte,	es legottan magat igo̗n naǵon meg_eko̗so̗yte,
Aʒ igec,	Aʒ igec,
⁊ m[_]go̗lec.	⁊ mego̗lec.
Mond[_] o̗nèki a· nèmbeꝛi:	Monda o̗nèki a· nèmbeꝛi:
De ewk az helnek esmeretlensegeert[_].|. Ez felewl mondot vrn[_]k varat nag[_] nechezsegue[_] lewlek me[_].	De ewk az helnek esmeretlensegeert .|. Ez felewl mondot vrnak varat nagÿ nechezseguel lewlek meg.
hogÿ mykepp[_]n ewket valamÿ[_]oron nem [_]atthattÿa uala,	hogÿ mykeppen ewket valamÿkoron nem latthattÿa uala,
⁊ me[_]ièlētem,	⁊ megièlētem,
Es ha te ioǵ[_]kèʒed meggon[_]ʒbeitand tegedèt,	Es ha te ioǵ kèʒed meggonoʒbeitand tegedèt,
[_]elʼ èluèʒèt vala.	melʼ èluèʒèt vala.
fogiatoc,	fogiatoc,
meglen zent[_]fferencz ky_mulak ez vylag[_]alol,	meglen zent fferencz ky_mulak ez vylagbalol,
mint ig[_]z azt,	mint igaz azt,
es iǵ abba [_]o [_]emensege vaǵon,	es iǵ abba io remensege vaǵon,
hog[_] ma z[_]lethewt' ez wylagnak ydwezýhtewýe,	hogy ma zylethewt' ez wylagnak ydwezýhtewýe,
⁊ èꝛèʒ́[_]èndem èn kè[_]èimèt o̗ oldalaba,	⁊ èꝛèʒ́tèndem èn kèʒèimèt o̗ oldalaba,
⁊ a· hod nē[_]agga o̗ vilagat.	⁊ a· hod nē agga o̗ vilagat.
ez ẃdo̗ zerenth valokerth o̗ro̗k-@@ko̗l val[_]kath[_]	ez ẃdo̗ zerenth valokerth o̗ro̗k-@@ko̗l valokath,
ha[_]uan ezeketh Iudas ko̗zÿkbeh esek naǵh [_]araggal m[_]nduan:	haluan ezeketh Iudas ko̗zÿkbeh esek naǵh haraggal monduan:
dè eẏèl[_]ki_mènuē [_]akoʒic== ==v a· hegen,	dè eẏèl ki_mènuē lakoʒic== ==v a· hegen,
Vvrna[_] feelelme zent[_] megh_marad erewkewl_erew[_]kee,	Vvrnak feelelme zent' megh_marad erewkewl_erewkkee,
Aʒ èmber o̗ldo̗ko̗ volt k[_][_]dètto̗l== ==ſoguā,	Aʒ èmber o̗ldo̗ko̗ volt kèʒdètto̗l== ==ſoguā,
[_]zert mongÿa apostol:	Azert mongÿa apostol:
Istenne[_] hala adasseek.	Istennek hala adasseek.
meꝛt nemelʼlʼec o̗_ko̗ʒʒo̗llo̗c mèʒ́ʒ́o̗l[_]io̗tt[_]n[_].	meꝛt nemelʼlʼec o̗_ko̗ʒʒo̗llo̗c mèʒ́ʒ́o̗l io̗ttènᶜ.
Ki bočathat meg bu[_]nt,	Ki bočathat meg bu̇nt,
thyzth[_]hd meg,	thyzthyhd meg,
meegh a[_] zemeten[_]sem vennenek fel.	meegh az zemeten sem vennenek fel.
O zerzeto̗s m[_]n[_]mu̇ igassaggal es m[_]nemu̇ boriu orcaual kerz temmagadnac boča[_]atot,	O zerzeto̗s minemu̇ igassaggal es minemu̇ boriu orcaual kerz temmagadnac bočanatot,
[_]eꝛt ki halgatʼtʼa èn iǵėimèt[_]	meꝛt ki halgatʼtʼa èn iǵėimèt,
ki èlo̗ʒè[_] fogańga,	ki èlo̗ʒèꝛ fogańga,
zenth apal[_]n go̗ro̗gh ćzazar[_]leanÿa.	zenth apalÿn go̗ro̗gh ćzazar leanÿa.
Igèn vagon m[_]dꝫ,	Igèn vagon mēdꝫ,
èʒ èn teſt[_].	èʒ èn teſtē.
m[_] go-@@n[_]zonkath thaͣwosthasd,	mý go-@@nozonkath thaͣwosthasd,
Attÿ[_]mnak tanulek kelenÿ testnec k[_]nÿa mÿat.	Attÿamnak tanulek kelenÿ testnec kynÿa mÿat.
io̗t,	io̗t,
[_]s monda ew bewnett Γ Catanie{n}sibel[_] fr[_]ter Peternek,	Es monda ew bewnett Γ Catanie{n}sibelÿ frater Peternek,
Responsor[_]um	Responsorium
Ez elʼeten imads[_]gra es eleg az elso̗ iǵ[_]ko̗zet,	Ez elʼeten imadsagra es eleg az elso̗ iǵeko̗zet,
Eʒ [_]e· aʒ o̗ꝛo̗c ėlèt,	Eʒ ke· aʒ o̗ꝛo̗c ėlèt,
psalmus	psalmus
el_[_]elettek== ==e o̗k az m[_]ndasth:	el_felettek== ==e o̗k az mondasth:
De az hel[_]en,	De az helÿen,
Aʒeꝛt hog k[_]̗ʒ́èl== ==uolna ihꝛlm[_]heʒ,	Aʒeꝛt hog ko̗ʒ́èl== ==uolna ihꝛlm̄heʒ,
⁊ ma [_]agon,	⁊ ma vagon,
Eʒec ke·,	Eʒec ke·,
Akkoron az zaz_neǵuen_neeǵh_ezer a[_]tatlan gÿer-@@mećzkek ÿ[_]tennek zekÿ elo̗[_]h es [hv][_]<az> huzon_neeǵh wen atÿak elo̗th[_]enekelnek, kezekbe[_] tartwan hege-@@[_]ẃÿ[_]̗keth[_] wÿh enekeketh.	Akkoron az zaz_neǵuen_neeǵh_ezer artatlan gÿer-@@mećzkek ÿstennek zekÿ elo̗th es [hv] <az> huzon_neeǵh wen atÿak elo̗th enekelnek, kezekben tartwan hege-@@dẃÿo̗keth, wÿh enekeketh.
Es az kezek[_]	Es az kezek,
hoǵ a[_] bint meg a[_] binnec kińńat es er[_]o̗mli istent[_]̇l ǵacorta meg_bočatnia,	hoǵ az bint meg az binnec kińńat es erdo̗mli istentu̇l ǵacorta meg_bočatnia,
⁊ vigėtec a· n[_]ʒnagnac!	⁊ vigėtec a· naʒnagnac!
Es mikeppèn moẏſès fèlm[_]ǵaʒ́t[_]tta a· kėgot a· [_]ietlè̄bèn,	Es mikeppèn moẏſès fèlmaǵaʒ́tatta a· kėgot a· kietlè̄bèn,
O mennÿeÿ n[_]ǵh edesseg[_],[_]o ÿstenÿ aÿandoknak foghatatlan [_]olta, o ÿstenÿ zere[_]etne[_] velhe-@@tetlen volta, Bÿz(e)onÿa[_]al be_tel[_]ÿesÿtteed en edes ÿstenem,	O mennÿeÿ naǵh edessegh, o ÿstenÿ aÿandoknak foghatatlan volta, o ÿstenÿ zeretetnek velhe-@@tetlen volta, Bÿz(e)onÿaual be_tellÿesÿtteed en edes ÿstenem,
Jgen sÿral[_]as,	Jgen sÿralmas,
ky̋ the-@@ged the[_]emtheth,	ky̋ the-@@ged theremtheth,
⁊ nē hadn[_] m̄gaſni o̗ haʒat.	⁊ nē hadna m̄gaſni o̗ haʒat.
houa èn[_]megèc,	houa èn megèc,
ki hiʒ́è[_] o̗_bèle,	ki hiʒ́èn o̗_bèle,
hog eg[_]ʒ́am[_]ꝛ tèꝛeh ko̗ ko̗ttè[_]nec o̗ ńaka ko̗ꝛńo̗l,	hog eg ʒ́amaꝛ tèꝛeh ko̗ ko̗ttètnec o̗ ńaka ko̗ꝛńo̗l,
ISten fel_th[_]madasa-@@rol walo [_]madsaagh kyth [_]wswet[_]be keel mondaný Bodogh_azzon-@@rol.	ISten fel_thamadasa-@@rol walo ymadsaagh kyth Hwswethbe keel mondaný Bodogh_azzon-@@rol.
Es o̗ ʒ́emè[_]bè h[_]gapuan, o̗ k[_]ʒeit ꝛeia vètuen, kèꝛde o̗tèt,	Es o̗ ʒ́emèibè hagapuan, o̗ keʒeit ꝛeia vètuen, kèꝛde o̗tèt,
hog megvad[_]lnac o̗tèt,	hog megvadolnac o̗tèt,
